id,code,label
C18769664,C10056,Manors
C18769665,C10055,Litigation
C18769665,C10040,Forestry
C18769666,C10055,Litigation
C18769666,C10056,Manors
C18769667,C10055,Litigation
C18769667,C10107,Tithes
C18769668,C10055,Litigation
C18769669,C10055,Litigation
C18769669,C10025,Debt
C18769670,C10055,Litigation
C18769671,C10055,Litigation
C18769672,C10055,Litigation
C18769673,C10055,Litigation
C18769673,C10025,Debt
C18769674,C10055,Litigation
C18769675,C10055,Litigation
C18769675,C10025,Debt
C18769676,C10055,Litigation
C18769677,C10055,Litigation
C18769678,C10055,Litigation
C18769679,C10055,Litigation
C18769680,C10055,Litigation
C18769681,C10055,Litigation
C18769682,C10055,Litigation
C18769683,C10055,Litigation
C18769683,C10056,Manors
C18769684,C10055,Litigation
C18769684,C10056,Manors
C18769685,C10055,Litigation
C18769685,C10025,Debt
C18769686,C10055,Litigation
C18769687,C10055,Litigation
C18769688,C10055,Litigation
C18769689,C10055,Litigation
C18769689,C10025,Debt
C18769690,C10055,Litigation
C18769691,C10055,Litigation
C18769691,C10056,Manors
C18769692,C10055,Litigation
C18769693,C10055,Litigation
C18769694,C10055,Litigation
C18769694,C10056,Manors
C18769695,C10055,Litigation
C18769695,C10056,Manors
C18769695,C10007,Banking
C18769695,C10022,Conveyancing
C18769696,C10055,Litigation
C18769697,C10023,Crime
C18769697,C10055,Litigation
C18769698,C10055,Litigation
C18769699,C10055,Litigation
C18769699,C10007,Banking
C18769699,C10022,Conveyancing
C18769700,C10055,Litigation
C18769701,C10055,Litigation
C18769701,C10022,Conveyancing
C18769702,C10055,Litigation
C18769702,C10056,Manors
C18769703,C10055,Litigation
C18769704,C10055,Litigation
C18769704,C10056,Manors
C18769705,C10055,Litigation
C18769706,C10055,Litigation
C18769706,C10025,Debt
C18769707,C10055,Litigation
C18769707,C10025,Debt
C18769708,C10055,Litigation
C18769709,C10055,Litigation
C18769709,C10056,Manors
C18769710,C10059,Marriage and divorce
C18769710,C10055,Litigation
C18769711,C10055,Litigation
C18769711,C10056,Manors
C18769712,C10055,Litigation
C18769712,C10025,Debt
C18769713,C10055,Litigation
C18769714,C10055,Litigation
C18769715,C10055,Litigation
C18769715,C10036,Farming
C18769716,C10055,Litigation
C18769716,C10025,Debt
C18769717,C10055,Litigation
C18769717,C10025,Debt
C18769718,C10055,Litigation
C18769719,C10055,Litigation
C18769719,C10036,Farming
C18769720,C10055,Litigation
C18769720,C10056,Manors
C18769721,C10055,Litigation
C18769722,C10055,Litigation
C18769722,C10077,Pay and pensions
C18769723,C10055,Litigation
C18769723,C10025,Debt
C18769724,C10055,Litigation
C18769724,C10025,Debt
C18769725,C10055,Litigation
C18769725,C10056,Manors
C18769726,C10055,Litigation
C18769726,C10056,Manors
C18769727,C10055,Litigation
C18769728,C10055,Litigation
C18769729,C10055,Litigation
C18769729,C10025,Debt
C18769730,C10055,Litigation
C18769730,C10025,Debt
C18769731,C10055,Litigation
C18769732,C10055,Litigation
C18769733,C10055,Litigation
C18769734,C10055,Litigation
C18769735,C10059,Marriage and divorce
C18769735,C10055,Litigation
C18823935,C10055,Litigation
C18823936,C10055,Litigation
C18823936,C10025,Debt
C18823937,C10055,Litigation
C18823937,C10077,Pay and pensions
C18823938,C10055,Litigation
C18823939,C10055,Litigation
C18823940,C10055,Litigation
C18823941,C10055,Litigation
C18823942,C10055,Litigation
C18823943,C10055,Litigation
C18823943,C10056,Manors
C18823944,C10055,Litigation
C18823944,C10025,Debt
C18823945,C10055,Litigation
C18823945,C10025,Debt
C18823946,C10055,Litigation
C18823947,C10055,Litigation
C18823948,C10055,Litigation
C18823948,C10056,Manors
C18823949,C10055,Litigation
C18823950,C10055,Litigation
C18823950,C10025,Debt
C18823951,C10055,Litigation
C18823952,C10055,Litigation
C18823953,C10055,Litigation
C18823954,C10055,Litigation
C18823954,C10025,Debt
C18823955,C10055,Litigation
C18823956,C10055,Litigation
C18823957,C10055,Litigation
C18823958,C10055,Litigation
C18823959,C10055,Litigation
C18823960,C10055,Litigation
C18823961,C10055,Litigation
C18823961,C10056,Manors
C18823962,C10055,Litigation
C18823962,C10056,Manors
C18823963,C10055,Litigation
C18823963,C10056,Manors
C18823964,C10055,Litigation
C18823964,C10086,Public disorder
C18823965,C10055,Litigation
C18823965,C10025,Debt
C18823966,C10055,Litigation
C18823966,C10025,Debt
C18823967,C10055,Litigation
C18823967,C10014,Coal
C18823968,C10055,Litigation
C18823969,C10055,Litigation
C18823969,C10056,Manors
C18823970,C10055,Litigation
C18823971,C10055,Litigation
C18823972,C10055,Litigation
C18823972,C10056,Manors
C18823973,C10055,Litigation
C18823974,C10055,Litigation
C18823975,C10055,Litigation
C18823976,C10055,Litigation
C18823976,C10107,Tithes
C18823977,C10055,Litigation
C18823978,C10055,Litigation
C18823979,C10055,Litigation
C18823979,C10107,Tithes
C18823979,C10056,Manors
C18823980,C10055,Litigation
C18823981,C10055,Litigation
C18823981,C10077,Pay and pensions
C18823982,C10055,Litigation
C18823983,C10059,Marriage and divorce
C18823983,C10055,Litigation
C18823984,C10055,Litigation
C18823985,C10055,Litigation
C18823986,C10055,Litigation
C18823987,C10055,Litigation
C18823988,C10055,Litigation
C18823989,C10055,Litigation
C18823989,C10025,Debt
C18823990,C10055,Litigation
C18823991,C10055,Litigation
C18823992,C10055,Litigation
C18823993,C10055,Litigation
C18823994,C10059,Marriage and divorce
C18823994,C10055,Litigation
C18823995,C10055,Litigation
C18823995,C10077,Pay and pensions
C18823996,C10055,Litigation
C18823997,C10055,Litigation
C18823997,C10025,Debt
C18823998,C10055,Litigation
C18823999,C10055,Litigation
C18824000,C10055,Litigation
C18824000,C10107,Tithes
C18824000,C10056,Manors
C18824001,C10055,Litigation
C18824001,C10056,Manors
C18824002,C10055,Litigation
C18824002,C10025,Debt
C18824003,C10055,Litigation
C18824004,C10055,Litigation
C18824005,C10055,Litigation
C18824006,C10055,Litigation
C18824007,C10055,Litigation
C18824008,C10055,Litigation
C18824008,C10056,Manors
C18824009,C10055,Litigation
C18824009,C10025,Debt
C18824010,C10055,Litigation
C18824011,C10055,Litigation
C18824012,C10055,Litigation
C18824012,C10056,Manors
C18824013,C10055,Litigation
C18824013,C10025,Debt
C18824014,C10055,Litigation
C18824015,C10055,Litigation
C18824016,C10055,Litigation
C18824016,C10025,Debt
C18824017,C10055,Litigation
C18824018,C10055,Litigation
C18824018,C10056,Manors
C18824019,C10023,Crime
C18824019,C10055,Litigation
C18824020,C10055,Litigation
C18824020,C10025,Debt
C18824021,C10055,Litigation
C18824021,C10056,Manors
C18824022,C10055,Litigation
C18824023,C10093,Religions
C18824023,C10111,Treason and rebellion
C18824023,C10055,Litigation
C18824024,C10055,Litigation
C18824025,C10055,Litigation
C18824025,C10056,Manors
C18824026,C10055,Litigation
C18824027,C10055,Litigation
C18824028,C10059,Marriage and divorce
C18824028,C10055,Litigation
C18824029,C10055,Litigation
C18824030,C10055,Litigation
C18824030,C10056,Manors
C18824031,C10055,Litigation
C18824032,C10055,Litigation
C18824032,C10025,Debt
C18824033,C10055,Litigation
C18824034,C10055,Litigation
C18824034,C10025,Debt
C18824035,C10055,Litigation
C18824036,C10055,Litigation
C18824037,C10055,Litigation
C18824038,C10055,Litigation
C18824039,C10055,Litigation
C18824040,C10055,Litigation
C18824040,C10056,Manors
C18824041,C10039,Food and drink
C18824041,C10055,Litigation
C18824042,C10055,Litigation
C18824043,C10055,Litigation
C18824043,C10036,Farming
C18824044,C10055,Litigation
C18824044,C10056,Manors
C18824045,C10055,Litigation
C18824046,C10055,Litigation
C18824047,C10055,Litigation
C18824048,C10055,Litigation
C18824049,C10055,Litigation
C18824049,C10025,Debt
C18824050,C10055,Litigation
C18824051,C10055,Litigation
C18824052,C10055,Litigation
C18824053,C10055,Litigation
C18824054,C10055,Litigation
C18824055,C10055,Litigation
C18824056,C10055,Litigation
C18824057,C10055,Litigation
C18824058,C10055,Litigation
C18824058,C10025,Debt
C18824059,C10055,Litigation
C18824060,C10055,Litigation
C18824061,C10055,Litigation
C18824062,C10055,Litigation
C18824062,C10025,Debt
C18824063,C10055,Litigation
C18824063,C10025,Debt
C18824064,C10055,Litigation
C18824065,C10055,Litigation
C18824065,C10056,Manors
C18824066,C10055,Litigation
C18824066,C10025,Debt
C18824067,C10055,Litigation
C18824068,C10055,Litigation
C18824068,C10056,Manors
C18824069,C10055,Litigation
C18824069,C10025,Debt
C18824070,C10055,Litigation
C18824070,C10056,Manors
C18824071,C10131,Europe and Russia
C18824071,C10055,Litigation
C18824071,C10025,Debt
C18824072,C10055,Litigation
C18824073,C10055,Litigation
C18824074,C10055,Litigation
C18824075,C10055,Litigation
C18824075,C10025,Debt
C18824076,C10055,Litigation
C18824077,C10055,Litigation
C18824077,C10025,Debt
C18824078,C10055,Litigation
C18824079,C10055,Litigation
C18824079,C10056,Manors
C18824080,C10055,Litigation
C18824080,C10025,Debt
C18824081,C10055,Litigation
C18824082,C10055,Litigation
C18824083,C10055,Litigation
C18824084,C10055,Litigation
C18824084,C10025,Debt
C18824085,C10055,Litigation
C18824085,C10007,Banking
C18824085,C10022,Conveyancing
C18824086,C10055,Litigation
C18824087,C10055,Litigation
C18824088,C10055,Litigation
C18824088,C10056,Manors
C18824089,C10055,Litigation
C18824090,C10055,Litigation
C18824090,C10025,Debt
C18824091,C10055,Litigation
C18824091,C10036,Farming
C18824092,C10055,Litigation
C18824092,C10077,Pay and pensions
C18824093,C10055,Litigation
C18824094,C10055,Litigation
C18824095,C10055,Litigation
C18824096,C10059,Marriage and divorce
C18824096,C10055,Litigation
C18824097,C10055,Litigation
C18824098,C10055,Litigation
C18824098,C10036,Farming
C18824099,C10055,Litigation
C18824099,C10025,Debt
C18824100,C10055,Litigation
C18824101,C10055,Litigation
C18824102,C10055,Litigation
C18824103,C10055,Litigation
C18824104,C10055,Litigation
C18824105,C10055,Litigation
C18824105,C10040,Forestry
C18824106,C10055,Litigation
C18824106,C10056,Manors
C18824107,C10055,Litigation
C18824107,C10056,Manors
C18824108,C10055,Litigation
C18824109,C10055,Litigation
C18824109,C10056,Manors
C18824110,C10055,Litigation
C18824111,C10055,Litigation
C18824111,C10056,Manors
C18824112,C10055,Litigation
C18824112,C10056,Manors
C18824113,C10055,Litigation
C18824114,C10055,Litigation
C18824114,C10056,Manors
C18824115,C10055,Litigation
C18824115,C10056,Manors
C18824116,C10055,Litigation
C18824117,C10055,Litigation
C18824118,C10055,Litigation
C18824118,C10025,Debt
C18824119,C10055,Litigation
C18824119,C10077,Pay and pensions
C18824120,C10055,Litigation
C18824120,C10025,Debt
C18824121,C10059,Marriage and divorce
C18824121,C10055,Litigation
C18824122,C10055,Litigation
C18824122,C10007,Banking
C18824122,C10022,Conveyancing
C18824123,C10055,Litigation
C18824124,C10055,Litigation
C18824125,C10055,Litigation
C18824125,C10056,Manors
C18824126,C10055,Litigation
C18824126,C10056,Manors
C18824127,C10055,Litigation
C18824127,C10108,Trade and commerce
C18824128,C10055,Litigation
C18824129,C10055,Litigation
C18824129,C10056,Manors
C18824130,C10059,Marriage and divorce
C18824130,C10055,Litigation
C18824131,C10055,Litigation
C18824132,C10055,Litigation
C18824132,C10056,Manors
C18824133,C10055,Litigation
C18824134,C10055,Litigation
C18824135,C10055,Litigation
C18824135,C10056,Manors
C18824136,C10055,Litigation
C18824137,C10055,Litigation
C18824137,C10022,Conveyancing
C18824138,C10055,Litigation
C18824138,C10107,Tithes
C18824139,C10055,Litigation
C18824140,C10055,Litigation
C18824141,C10055,Litigation
C18824142,C10055,Litigation
C18824143,C10055,Litigation
C18824144,C10055,Litigation
C18824144,C10025,Debt
C18824145,C10055,Litigation
C18824146,C10055,Litigation
C18824147,C10059,Marriage and divorce
C18824147,C10055,Litigation
C18824148,C10039,Food and drink
C18824148,C10055,Litigation
C18824148,C10025,Debt
C18824149,C10059,Marriage and divorce
C18824149,C10055,Litigation
C18824149,C10022,Conveyancing
C18824150,C10055,Litigation
C18824151,C10055,Litigation
C18824152,C10055,Litigation
C18824153,C10055,Litigation
C18824153,C10056,Manors
C18824154,C10055,Litigation
C18824155,C10023,Crime
C18824155,C10055,Litigation
C18824156,C10055,Litigation
C18824156,C10056,Manors
C18824157,C10055,Litigation
C18824157,C10025,Debt
C18824158,C10055,Litigation
C18824158,C10025,Debt
C18824159,C10055,Litigation
C18824160,C10055,Litigation
C18824160,C10025,Debt
C18824161,C10055,Litigation
C18824162,C10055,Litigation
C18824162,C10025,Debt
C18824163,C10055,Litigation
C18824163,C10040,Forestry
C18824164,C10055,Litigation
C18824164,C10025,Debt
C18824165,C10055,Litigation
C18824166,C10055,Litigation
C18824166,C10007,Banking
C18824166,C10022,Conveyancing
C18824167,C10055,Litigation
C18824168,C10055,Litigation
C18824169,C10055,Litigation
C18824170,C10055,Litigation
C18824170,C10077,Pay and pensions
C18824171,C10055,Litigation
C18824171,C10056,Manors
C18824172,C10055,Litigation
C18824172,C10107,Tithes
C18824172,C10056,Manors
C18824173,C10055,Litigation
C18824174,C10055,Litigation
C18824175,C10055,Litigation
C18824175,C10056,Manors
C18824176,C10055,Litigation
C18824177,C10055,Litigation
C18824178,C10055,Litigation
C18824179,C10055,Litigation
C18824179,C10025,Debt
C18824180,C10055,Litigation
C18824180,C10056,Manors
C18824181,C10055,Litigation
C18824181,C10025,Debt
C18824182,C10055,Litigation
C18824183,C10055,Litigation
C18824184,C10055,Litigation
C18824185,C10055,Litigation
C18824186,C10055,Litigation
C18824187,C10055,Litigation
C18824188,C10055,Litigation
C18824188,C10056,Manors
C18824189,C10055,Litigation
C18824190,C10055,Litigation
C18824191,C10055,Litigation
C18824192,C10055,Litigation
C18824193,C10059,Marriage and divorce
C18824193,C10055,Litigation
C18824193,C10056,Manors
C18824194,C10055,Litigation
C18824195,C10055,Litigation
C18824196,C10055,Litigation
C18824197,C10055,Litigation
C18824197,C10025,Debt
C18824198,C10055,Litigation
C18824199,C10093,Religions
C18824199,C10055,Litigation
C18824200,C10055,Litigation
C18824201,C10055,Litigation
C18824202,C10055,Litigation
C18824203,C10055,Litigation
C18824204,C10055,Litigation
C18824205,C10055,Litigation
C18824205,C10056,Manors
C18824206,C10055,Litigation
C18824207,C10055,Litigation
C18824208,C10055,Litigation
C18824209,C10055,Litigation
C18824209,C10025,Debt
C18824209,C10013,Clothing
C18824210,C10055,Litigation
C18824211,C10059,Marriage and divorce
C18824211,C10055,Litigation
C18824212,C10055,Litigation
C18824213,C10055,Litigation
C18824214,C10055,Litigation
C18824215,C10055,Litigation
C18824215,C10056,Manors
C18824216,C10055,Litigation
C18824216,C10056,Manors
C18824217,C10055,Litigation
C18824217,C10056,Manors
C18824218,C10023,Crime
C18824218,C10055,Litigation
C18824219,C10055,Litigation
C18824220,C10055,Litigation
C18824220,C10056,Manors
C18824221,C10055,Litigation
C18824222,C10055,Litigation
C18824223,C10055,Litigation
C18824223,C10025,Debt
C18824224,C10055,Litigation
C18824225,C10055,Litigation
C18824226,C10055,Litigation
C18824227,C10055,Litigation
C18824227,C10025,Debt
C18824228,C10055,Litigation
C18824229,C10055,Litigation
C18824230,C10055,Litigation
C18824231,C10055,Litigation
C18824232,C10055,Litigation
C18824233,C10055,Litigation
C18824234,C10055,Litigation
C18824235,C10059,Marriage and divorce
C18824235,C10055,Litigation
C18824236,C10055,Litigation
C18824236,C10077,Pay and pensions
C18824237,C10055,Litigation
C18824237,C10056,Manors
C18824238,C10055,Litigation
C18824239,C10055,Litigation
C18824240,C10055,Litigation
C18824241,C10055,Litigation
C18824241,C10056,Manors
C18824242,C10055,Litigation
C18824243,C10055,Litigation
C18824243,C10056,Manors
C18824244,C10055,Litigation
C18824244,C10056,Manors
C18824245,C10055,Litigation
C18824246,C10055,Litigation
C18824246,C10025,Debt
C18824247,C10055,Litigation
C18824247,C10056,Manors
C18824247,C10077,Pay and pensions
C18824248,C10055,Litigation
C18824249,C10055,Litigation
C18824250,C10055,Litigation
C18824250,C10056,Manors
C18824251,C10055,Litigation
C18824252,C10055,Litigation
C18824252,C10025,Debt
C18824253,C10055,Litigation
C18824254,C10055,Litigation
C18824254,C10056,Manors
C18824255,C10055,Litigation
C18824256,C10055,Litigation
C18824256,C10025,Debt
C18824257,C10055,Litigation
C18824257,C10025,Debt
C18824258,C10055,Litigation
C18824259,C10055,Litigation
C18824259,C10033,Education
C18824260,C10055,Litigation
C18824260,C10025,Debt
C18824261,C10055,Litigation
C18824261,C10056,Manors
C18824262,C10055,Litigation
C18824263,C10055,Litigation
C18824263,C10056,Manors
C18824264,C10055,Litigation
C18824265,C10055,Litigation
C18824266,C10055,Litigation
C18824267,C10055,Litigation
C18824268,C10055,Litigation
C18824269,C10055,Litigation
C18824269,C10056,Manors
C18824270,C10055,Litigation
C18824271,C10055,Litigation
C18824271,C10025,Debt
C18824272,C10055,Litigation
C18824273,C10055,Litigation
C18824273,C10025,Debt
C18824274,C10055,Litigation
C18824275,C10055,Litigation
C18824276,C10055,Litigation
C18824276,C10025,Debt
C18824277,C10055,Litigation
C18824277,C10025,Debt
C18824278,C10055,Litigation
C18824278,C10107,Tithes
C18824279,C10055,Litigation
C18824279,C10025,Debt
C18824280,C10055,Litigation
C18824280,C10056,Manors
C18824281,C10055,Litigation
C18824282,C10055,Litigation
C18824282,C10056,Manors
C18824283,C10055,Litigation
C18824283,C10025,Debt
C18824284,C10055,Litigation
C18824285,C10055,Litigation
C18824285,C10056,Manors
C18824286,C10055,Litigation
C18824287,C10055,Litigation
C18824287,C10056,Manors
C18824288,C10055,Litigation
C18824289,C10055,Litigation
C18824289,C10036,Farming
C18824290,C10055,Litigation
C18824291,C10055,Litigation
C18824292,C10055,Litigation
C18824292,C10056,Manors
C18824293,C10055,Litigation
C18824294,C10055,Litigation
C18824295,C10055,Litigation
C18824296,C10055,Litigation
C18824297,C10055,Litigation
C18824298,C10055,Litigation
C18824299,C10055,Litigation
C18824299,C10025,Debt
C18824300,C10055,Litigation
C18824301,C10055,Litigation
C18824301,C10056,Manors
C18824302,C10055,Litigation
C18824303,C10055,Litigation
C18824303,C10056,Manors
C18824304,C10055,Litigation
C18824305,C10055,Litigation
C18824306,C10055,Litigation
C18824307,C10055,Litigation
C18824307,C10056,Manors
C18824308,C10055,Litigation
C18824308,C10056,Manors
C18824309,C10055,Litigation
C18824309,C10025,Debt
C18824310,C10055,Litigation
C18824310,C10077,Pay and pensions
C18824311,C10055,Litigation
C18824312,C10055,Litigation
C18824313,C10055,Litigation
C18824314,C10055,Litigation
C18824314,C10077,Pay and pensions
C18824315,C10055,Litigation
C18824315,C10056,Manors
C18824316,C10055,Litigation
C18824317,C10055,Litigation
C18824317,C10056,Manors
C18824318,C10055,Litigation
C18824319,C10055,Litigation
C18824320,C10055,Litigation
C18824321,C10055,Litigation
C18824322,C10055,Litigation
C18824322,C10056,Manors
C18824323,C10055,Litigation
C18824324,C10055,Litigation
C18824325,C10059,Marriage and divorce
C18824325,C10055,Litigation
C18824326,C10055,Litigation
C18824327,C10055,Litigation
C18824327,C10025,Debt
C18824328,C10055,Litigation
C18824328,C10056,Manors
C18824329,C10055,Litigation
C18824329,C10025,Debt
C18824330,C10055,Litigation
C18824330,C10056,Manors
C18824331,C10055,Litigation
C18824332,C10055,Litigation
C18824333,C10055,Litigation
C18824333,C10025,Debt
C18824334,C10055,Litigation
C18824334,C10007,Banking
C18824334,C10022,Conveyancing
C18824335,C10055,Litigation
C18824336,C10055,Litigation
C18824336,C10025,Debt
C18824337,C10055,Litigation
C18824338,C10055,Litigation
C18824338,C10077,Pay and pensions
C18824339,C10055,Litigation
C18824340,C10055,Litigation
C18824341,C10059,Marriage and divorce
C18824341,C10055,Litigation
C18824342,C10055,Litigation
C18824343,C10055,Litigation
C18824344,C10055,Litigation
C18824344,C10025,Debt
C18824345,C10055,Litigation
C18824345,C10056,Manors
C18824346,C10055,Litigation
C18824346,C10116,Wills and probate
C18824347,C10055,Litigation
C18824347,C10025,Debt
C18824348,C10055,Litigation
C18824349,C10055,Litigation
C18824350,C10055,Litigation
C18824351,C10055,Litigation
C18824352,C10055,Litigation
C18824353,C10055,Litigation
C18824354,C10055,Litigation
C18824355,C10055,Litigation
C18824356,C10055,Litigation
C18824356,C10056,Manors
C18824357,C10055,Litigation
C18824358,C10055,Litigation
C18824359,C10131,Europe and Russia
C18824359,C10055,Litigation
C18824359,C10056,Manors
C18824360,C10055,Litigation
C18824361,C10055,Litigation
C18824361,C10056,Manors
C18824362,C10055,Litigation
C18824363,C10055,Litigation
C18824364,C10055,Litigation
C18824364,C10056,Manors
C18824365,C10055,Litigation
C18824366,C10055,Litigation
C18824367,C10055,Litigation
C18824368,C10055,Litigation
C18824369,C10055,Litigation
C18824370,C10055,Litigation
C18824371,C10055,Litigation
C18824372,C10055,Litigation
C18824373,C10055,Litigation
C18824374,C10055,Litigation
C18824375,C10055,Litigation
C18824376,C10055,Litigation
C18824376,C10025,Debt
C18824377,C10055,Litigation
C18824377,C10056,Manors
C18824378,C10055,Litigation
C18824379,C10055,Litigation
C18824380,C10055,Litigation
C18828398,C10055,Litigation
C18828399,C10055,Litigation
C18828399,C10040,Forestry
C18828400,C10055,Litigation
C18828400,C10056,Manors
C18828401,C10055,Litigation
C18828402,C10055,Litigation
C18828402,C10056,Manors
C18828403,C10055,Litigation
C18828404,C10055,Litigation
C18828404,C10025,Debt
C18828405,C10055,Litigation
C18828406,C10055,Litigation
C18828407,C10055,Litigation
C18828407,C10056,Manors
C18828408,C10055,Litigation
C18828408,C10025,Debt
C18828409,C10055,Litigation
C18828409,C10036,Farming
C18828410,C10055,Litigation
C18828410,C10025,Debt
C18828411,C10055,Litigation
C18828412,C10055,Litigation
C18828413,C10055,Litigation
C18828414,C10059,Marriage and divorce
C18828414,C10055,Litigation
C18828415,C10055,Litigation
C18828416,C10055,Litigation
C18828416,C10056,Manors
C18828417,C10055,Litigation
C18828417,C10025,Debt
C18828418,C10055,Litigation
C18828418,C10025,Debt
C18828419,C10055,Litigation
C18828420,C10055,Litigation
C18828421,C10055,Litigation
C18828421,C10025,Debt
C18828422,C10055,Litigation
C18828423,C10055,Litigation
C18828424,C10055,Litigation
C18828425,C10055,Litigation
C18828425,C10025,Debt
C18828426,C10055,Litigation
C18828426,C10056,Manors
C18828427,C10055,Litigation
C18828428,C10055,Litigation
C18828429,C10055,Litigation
C18828429,C10025,Debt
C18828430,C10055,Litigation
C18828431,C10055,Litigation
C18828432,C10055,Litigation
C18828433,C10055,Litigation
C18828434,C10055,Litigation
C18828435,C10055,Litigation
C18828436,C10055,Litigation
C18828437,C10055,Litigation
C18828438,C10055,Litigation
C18828439,C10093,Religions
C18828439,C10055,Litigation
C18828440,C10055,Litigation
C18828440,C10056,Manors
C18828441,C10055,Litigation
C18828441,C10025,Debt
C18828442,C10055,Litigation
C18828443,C10055,Litigation
C18828444,C10055,Litigation
C18828445,C10055,Litigation
C18828445,C10056,Manors
C18828446,C10055,Litigation
C18828446,C10056,Manors
C18828447,C10055,Litigation
C18828447,C10056,Manors
C18828448,C10055,Litigation
C18828448,C10056,Manors
C18828449,C10055,Litigation
C18828450,C10055,Litigation
C18828451,C10055,Litigation
C18828451,C10056,Manors
C18828452,C10055,Litigation
C18828452,C10056,Manors
C18828453,C10055,Litigation
C18828453,C10056,Manors
C18828454,C10055,Litigation
C18828455,C10055,Litigation
C18828456,C10055,Litigation
C18828456,C10025,Debt
C18828457,C10055,Litigation
C18828458,C10055,Litigation
C18828459,C10055,Litigation
C18828460,C10055,Litigation
C18828461,C10055,Litigation
C18828462,C10055,Litigation
C18828463,C10055,Litigation
C18828464,C10055,Litigation
C18828465,C10055,Litigation
C18828465,C10025,Debt
C18828466,C10055,Litigation
C18828466,C10025,Debt
C18828467,C10055,Litigation
C18828467,C10056,Manors
C18828468,C10055,Litigation
C18828469,C10055,Litigation
C18828469,C10036,Farming
C18828470,C10055,Litigation
C18828470,C10025,Debt
C18828471,C10055,Litigation
C18828471,C10025,Debt
C18828472,C10055,Litigation
C18828473,C10055,Litigation
C18828474,C10055,Litigation
C18828475,C10055,Litigation
C18828476,C10055,Litigation
C18828476,C10025,Debt
C18828477,C10055,Litigation
C18828478,C10055,Litigation
C18828479,C10055,Litigation
C18828479,C10056,Manors
C18828480,C10055,Litigation
C18828481,C10055,Litigation
C18828482,C10055,Litigation
C18828482,C10025,Debt
C18828483,C10055,Litigation
C18828483,C10025,Debt
C18828484,C10059,Marriage and divorce
C18828484,C10055,Litigation
C18828485,C10055,Litigation
C18828486,C10055,Litigation
C18828486,C10056,Manors
C18828487,C10055,Litigation
C18828487,C10007,Banking
C18828487,C10022,Conveyancing
C18828488,C10055,Litigation
C18828489,C10055,Litigation
C18828490,C10055,Litigation
C18828491,C10055,Litigation
C18828492,C10055,Litigation
C18828492,C10056,Manors
C18828493,C10055,Litigation
C18828494,C10055,Litigation
C18828495,C10055,Litigation
C18828496,C10055,Litigation
C18828496,C10025,Debt
C18828497,C10055,Litigation
C18828498,C10055,Litigation
C18828499,C10055,Litigation
C18828500,C10055,Litigation
C18828500,C10025,Debt
C18828501,C10055,Litigation
C18828502,C10055,Litigation
C18828502,C10025,Debt
C18828503,C10055,Litigation
C18828504,C10055,Litigation
C18828504,C10025,Debt
C18828505,C10055,Litigation
C18828506,C10055,Litigation
C18828506,C10056,Manors
C18828506,C10036,Farming
C18828507,C10055,Litigation
C18828507,C10056,Manors
C18828508,C10023,Crime
C18828508,C10055,Litigation
C18828509,C10055,Litigation
C18828510,C10055,Litigation
C18828510,C10025,Debt
C18828511,C10055,Litigation
C18828511,C10056,Manors
C18828512,C10055,Litigation
C18828513,C10055,Litigation
C18828514,C10055,Litigation
C18828515,C10055,Litigation
C18828516,C10055,Litigation
C18828516,C10056,Manors
C18828517,C10055,Litigation
C18828517,C10056,Manors
C18828518,C10055,Litigation
C18828518,C10025,Debt
C18828519,C10055,Litigation
C18828519,C10132,Ireland
C18828519,C10025,Debt
C18828520,C10055,Litigation
C18828521,C10055,Litigation
C18828521,C10040,Forestry
C18828522,C10055,Litigation
C18828523,C10055,Litigation
C18828523,C10056,Manors
C18828524,C10055,Litigation
C18828524,C10025,Debt
C18828525,C10055,Litigation
C18828525,C10025,Debt
C18828526,C10055,Litigation
C18828526,C10056,Manors
C18828527,C10055,Litigation
C18828528,C10055,Litigation
C18828529,C10055,Litigation
C18828530,C10055,Litigation
C18828531,C10023,Crime
C18828531,C10059,Marriage and divorce
C18828531,C10055,Litigation
C18828532,C10055,Litigation
C18828533,C10055,Litigation
C18828533,C10025,Debt
C18828534,C10055,Litigation
C18828535,C10055,Litigation
C18828536,C10055,Litigation
C18828537,C10055,Litigation
C18828538,C10055,Litigation
C18828538,C10056,Manors
C18828539,C10055,Litigation
C18828540,C10055,Litigation
C18828541,C10055,Litigation
C18828541,C10025,Debt
C18828542,C10055,Litigation
C18828542,C10107,Tithes
C18828543,C10055,Litigation
C18828543,C10025,Debt
C18828544,C10131,Europe and Russia
C18828544,C10055,Litigation
C18828545,C10059,Marriage and divorce
C18828545,C10055,Litigation
C18828546,C10055,Litigation
C18828546,C10077,Pay and pensions
C18828547,C10055,Litigation
C18828548,C10055,Litigation
C18828548,C10025,Debt
C18828549,C10055,Litigation
C18828549,C10025,Debt
C18828550,C10055,Litigation
C18828551,C10055,Litigation
C18828552,C10055,Litigation
C18828553,C10055,Litigation
C18828554,C10055,Litigation
C18828554,C10056,Manors
C18828555,C10055,Litigation
C18828556,C10055,Litigation
C18828557,C10055,Litigation
C18828558,C10055,Litigation
C18828559,C10055,Litigation
C18828560,C10055,Litigation
C18828560,C10056,Manors
C18828561,C10055,Litigation
C18828561,C10056,Manors
C18828562,C10055,Litigation
C18828562,C10025,Debt
C18828563,C10055,Litigation
