"inquisition_img","given","surname"
"WACWIC652020307","John","Pitcher"
"WACWIC652020307","John","Pugh"
"WACWIC652020307","John","Ramsay"
"WACWIC652020307","John","Sliper"
"WACWIC652020307","John","Smith"
"WACWIC652020307","John","Taylor"
"WACWIC652020307","John","Thurlinker"
"WACWIC652020307","John","Upton"
"WACWIC652020307","Joseph","Dell"
"WACWIC652020307","Mary","Thurlin"
"WACWIC652020307","Matthew","Percival"
"WACWIC652020307","Patrick","Anderson"
"WACWIC652020307","Samuel","Bowerman"
"WACWIC652020307","Tho","Prickard"
"WACWIC652020307","Thomas","Bowlin"
"WACWIC652020307","Thomas","Prickard"
"WACWIC652020307","Thomas","Ward"
"WACWIC652020307","William","Showel"
"WACWIC652020316","Christian","Cane"
"WACWIC652020316","David","Stodhard"
"WACWIC652020316","John","Cane"
"WACWIC652020316","John","Norman"
"WACWIC652020316","Joseph","Haisty"
"WACWIC652020316","Samuel","Stockman"
"WACWIC652020316","Samuel","Young"
"WACWIC652020316","Stephen","Blandford"
"WACWIC652020316","Tho","Prickard"
"WACWIC652020316","Thomas","Hickson"
"WACWIC652020316","Thomas","Hitchen"
"WACWIC652020316","Thomas","Prickard"
"WACWIC652020316","Walter","Pennell"
"WACWIC652020316","William","Burroughs"
"WACWIC652020316","William","Thomas"
"WACWIC652020316","William","Ward"
"WACWIC652020324","Andrew","Mc Lorry"
"WACWIC652020324","Constantine","Tuelinks"
"WACWIC652020324","Francis","Pittsalla"
"WACWIC652020324","George","Beeston"
"WACWIC652020324","George","Hall"
"WACWIC652020324","Henry","Timbrell"
"WACWIC652020324","Jacob","Boussow"
"WACWIC652020324","James","Dixwell"
"WACWIC652020324","James","Hogg"
"WACWIC652020324","John","Boone"
"WACWIC652020324","John","Miller"
"WACWIC652020324","Mary","Long"
"WACWIC652020324","Samuel","Dickers"
"WACWIC652020324","Samuel","Steward"
"WACWIC652020324","Tho","Prickard"
"WACWIC652020324","Thomas","Prickard"
"WACWIC652020324","Tobias","Williams"
"WACWIC652020333","Elizabeth","Arnold"
"WACWIC652020333","Hannah","Jubb"
"WACWIC652020333","Henry","Callis"
"WACWIC652020333","John","Atkins"
"WACWIC652020333","John","Banny"
"WACWIC652020333","John","Curtis"
"WACWIC652020333","John","Edwards"
"WACWIC652020333","John","Holmes"
"WACWIC652020333","John","Mitchell"
"WACWIC652020333","John","Wilkinson"
"WACWIC652020333","Joseph","Johnson"
"WACWIC652020333","Mathew","Dyer"
"WACWIC652020333","Ralph","Hewson"
"WACWIC652020333","Richard","Cradock"
"WACWIC652020333","Richard","Mirfin"
"WACWIC652020333","Richd","Cradock"
"WACWIC652020333","Robert","score"
"WACWIC652020333","Tho","Prickard"
"WACWIC652020333","Thomas","Clarke"
"WACWIC652020333","Thomas","Parson"
"WACWIC652020333","Thomas","Prickard"
"WACWIC652020333","Thomas","Smith"
"WACWIC652020333","William","Parsons"
"WACWIC652020342","Charles","Evitt"
"WACWIC652020342","Daniel","Baston"
"WACWIC652020342","David","Woodley"
"WACWIC652020342","Edward","Pestell"
"WACWIC652020342","Isaac","Hooley"
"WACWIC652020342","Jane","White"
"WACWIC652020342","John","Finlason"
"WACWIC652020342","John","Young"
"WACWIC652020342","Nathaniel","Gunn"
"WACWIC652020342","Nathaniel","Street"
"WACWIC652020342","Reynol","Toms"
"WACWIC652020342","Richard","Bellamy"
"WACWIC652020342","Richard","White"
"WACWIC652020342","Samuel","Tyler"
"WACWIC652020342","Samuel","Vaughan"
"WACWIC652020342","Sturges","Shoveller"
"WACWIC652020342","Tho","Prickard"
"WACWIC652020342","Thomas","Prickard"
"WACWIC652020349","Daniel","Luckhurst"
"WACWIC652020349","Edward","Filder"
"WACWIC652020349","Humphrey","Hyett"
"WACWIC652020349","James","Whaley"
"WACWIC652020349","John","Bolton"
"WACWIC652020349","John","Ermes"
"WACWIC652020349","John","Munk"
"WACWIC652020349","John","Wooderoff"
"WACWIC652020349","Jonah","Leverton"
"WACWIC652020349","Jonathan","Hutchins"
"WACWIC652020349","Richard","Serase"
"WACWIC652020349","Richard","Watkins"
"WACWIC652020349","Robert","Cerbett"
"WACWIC652020349","Robert","Munro"
"WACWIC652020349","Tho","Prickard"
"WACWIC652020349","Thomas","Prickard"
"WACWIC652020349","Thomas","Vere"
"WACWIC652020359","Adam","Nelson"
"WACWIC652020359","Christopher","Oliphant"
"WACWIC652020359","Edward","Lee"
"WACWIC652020359","Henry","Randell"
"WACWIC652020359","John","Foster"
"WACWIC652020359","John","Smallbun"
"WACWIC652020359","John","Underwood"
"WACWIC652020359","Joseph","Hornby"
"WACWIC652020359","Samuel","Crowther"
"WACWIC652020359","Tho","Prickard"
"WACWIC652020359","Thomas","Burnett"
"WACWIC652020359","Thomas","Close"
"WACWIC652020359","Thomas","Jones"
"WACWIC652020359","Thomas","Prickard"
"WACWIC652020359","Thomas","Rapier"
"WACWIC652020359","Thos","Burnett"
"WACWIC652020359","William","Campdell"
"WACWIC652020359","William","Keith"
"WACWIC652020359","William","Sheppard"
"WACWIC652020359","William","Thompson"
"WACWIC652020368","Charles","Marsden"
"WACWIC652020368","Christopher","Blenkarn"
"WACWIC652020368","James","Goldswain"
"WACWIC652020368","James","Shedwick"
"WACWIC652020368","James","Sparrow"
"WACWIC652020368","John","Corn"
"WACWIC652020368","John","Donnald"
"WACWIC652020368","John","Jenkinson"
"WACWIC652020368","John","Orton"
"WACWIC652020368","John","Robinson"
"WACWIC652020368","John","Vincent"
"WACWIC652020368","John","Young"
"WACWIC652020368","Joseph","Williams"
"WACWIC652020368","Michael","Gano"
"WACWIC652020368","Michael","Play"
"WACWIC652020368","Peter","Swan"
"WACWIC652020368","Richard","Beach"
"WACWIC652020368","Richard","Hand"
"WACWIC652020368","Tho","Prickard"
"WACWIC652020368","Thomas","Bowen"
"WACWIC652020368","Thomas","Gibson"
"WACWIC652020368","Thomas","Hedges"
"WACWIC652020368","Thomas","Philpot"
"WACWIC652020368","Thomas","Prickard"
"WACWIC652020368","William","Cave"
"WACWIC652020377","Benjamin","Thompson"
"WACWIC652020377","George","Brinkman"
"WACWIC652020377","James","Noble"
"WACWIC652020377","John","Lynn"
"WACWIC652020377","John","Sliper"
"WACWIC652020377","John","Warton"
"WACWIC652020377","Jona","Livinton"
"WACWIC652020377","Jonathan","Hutchins"
"WACWIC652020377","Peregrine","Watson"
"WACWIC652020377","Ralph","Pilsbury"
"WACWIC652020377","Robert","Gundry"
"WACWIC652020377","Thomas","Coward"
"WACWIC652020377","Thomas","Prickard"
"WACWIC652020377","Thos","Prickard"
"WACWIC652020377","William","Hutson"
"WACWIC652020377","William","Jones"
"WACWIC652020387","Charles","Perkins"
"WACWIC652020387","Charles","Thierchen"
"WACWIC652020387","Christopher","Spike"
"WACWIC652020387","Daniel","Hancock"
"WACWIC652020387","Edward","Plastid"
"WACWIC652020387","George","Nelson"
"WACWIC652020387","Henry","Twentiman"
"WACWIC652020387","John","Hainslow"
"WACWIC652020387","John","Jay"
"WACWIC652020387","John","Joison"
"WACWIC652020387","John","Newman"
"WACWIC652020387","Michael","Collins"
"WACWIC652020387","Richard","Wallis"
"WACWIC652020387","Robert","Minnett"
"WACWIC652020387","Robert","Shallard"
"WACWIC652020387","Tho","Prickard"
"WACWIC652020387","Thomas","Prickard"
"WACWIC652020387","Thomas","Sanderson"
"WACWIC652020387","William Mumford","Dowle"
"WACWIC652030003","Banquho","Stewart"
"WACWIC652030003","Christopher","Coats"
"WACWIC652030003","Francis","Lyon"
"WACWIC652030003","James","Smart"
"WACWIC652030003","James","Wild"
"WACWIC652030003","John","Dodd"
"WACWIC652030003","John","Doleman"
"WACWIC652030003","John","Porter"
"WACWIC652030003","John","Prince"
"WACWIC652030003","John","Saxy"
"WACWIC652030003","John","Stowers"
"WACWIC652030003","John","Walton"
"WACWIC652030003","Joseph","Merrit"
"WACWIC652030003","Nathaniel","Trenery"
"WACWIC652030003","Richard","James"
"WACWIC652030003","Samuel","Cannon"
"WACWIC652030003","Tho","Prickard"
"WACWIC652030003","Thomas","Prickard"
"WACWIC652030003","William","Lloyd"
"WACWIC652030012","Benjamin","Hunt"
"WACWIC652030012","Benjamin","Taylor"
"WACWIC652030012","Edward","Marebeck"
"WACWIC652030012","Isaac","Gardner"
"WACWIC652030012","John","Orton"
"WACWIC652030012","John","Surby"
"WACWIC652030012","John","Towers"
"WACWIC652030012","Michael","Gano"
"WACWIC652030012","Richard","Beech"
"WACWIC652030012","Richard","Burton"
"WACWIC652030012","Samuel","Norgrave"
"WACWIC652030012","Tho","Prickard"
"WACWIC652030012","Thomas","Prickard"
"WACWIC652030012","Thomas","Sprigg"
"WACWIC652030012","William","Wallis"
"WACWIC652030019","James","Pitt"
"WACWIC652030019","John","Dunn"
"WACWIC652030019","John","Lawrence"
"WACWIC652030019","John","Richard"
"WACWIC652030019","John","Shove"
"WACWIC652030019","Joseph","Finnamore"
"WACWIC652030019","Joseph","Lawrence"
"WACWIC652030019","Martin","Lowe"
"WACWIC652030019","Richard","oldfield"
"WACWIC652030019","Robert","Parker"
"WACWIC652030019","Samuel","Corno"
"WACWIC652030019","Tho","Prickard"
"WACWIC652030019","Thomas","Hawkins"
"WACWIC652030019","Thomas","Herbert"
"WACWIC652030019","Thomas","Lowe"
"WACWIC652030019","Thomas","Marshall"
"WACWIC652030019","Thomas","Prickard"
"WACWIC652030019","William","Bradford"
"WACWIC652030019","William","Wells"
"WACWIC652030019","William","Williams"
"WACWIC652030027","Christopher","Mowbray"
"WACWIC652030027","George","Beeforth"
"WACWIC652030027","James","Thompson"
"WACWIC652030027","John","Gull"
"WACWIC652030027","John","Johnson"
"WACWIC652030027","John","Moushall"
"WACWIC652030027","Lawrence","Lawson"
"WACWIC652030027","Michael","Mc. Donnell"
"WACWIC652030027","Nathaniel","Ensor"
"WACWIC652030027","Robert","Bagenel"
"WACWIC652030027","Samuel","Jones"
"WACWIC652030027","Tho","Prickard"
"WACWIC652030027","Thomas","Frost"
"WACWIC652030027","Thomas","Jones"
"WACWIC652030027","Thomas","Lee"
"WACWIC652030027","Thomas","Mills"
"WACWIC652030027","Thomas","Prickard"
"WACWIC652030036","Benjamin","Coats"
"WACWIC652030036","Caleb","Atkinson"
"WACWIC652030036","David","Stables"
"WACWIC652030036","Henry","Hartley"
"WACWIC652030036","John","Chips"
"WACWIC652030036","John","Elridge"
"WACWIC652030036","John","Gilbert"
"WACWIC652030036","John","Joison"
"WACWIC652030036","John","Murcott"
"WACWIC652030036","John","Tipping"
"WACWIC652030036","John","Waltham"
"WACWIC652030036","John","Wharton"
"WACWIC652030036","Tho","Prickard"
"WACWIC652030036","Thomas","Clough"
"WACWIC652030036","Thomas","Prickard"
"WACWIC652030036","Thomas","Turner"
"WACWIC652030036","William","Cripps"
"WACWIC652030036","William","Linnell"
"WACWIC652030036","William","Merrick"
"WACWIC652030036","William","Nicholls"
"WACWIC652030036","Wm","Linnell"
"WACWIC652030043","Combs","Cox"
"WACWIC652030043","George","Davis"
"WACWIC652030043","James","Robins"
"WACWIC652030043","James","Wild"
"WACWIC652030043","John","Burgess"
"WACWIC652030043","John","Gardner"
"WACWIC652030043","John","Smith"
"WACWIC652030043","Robert","Mills"
"WACWIC652030043","Samuel","Preston"
"WACWIC652030043","Samuel","Tyler"
"WACWIC652030043","Silas","Barcotolf"
"WACWIC652030043","Tho","Prickard"
"WACWIC652030043","Thomas","Hickson"
"WACWIC652030043","Thomas","Mabley"
"WACWIC652030043","Thomas","Prickard"
"WACWIC652030043","William","Eakins"
"WACWIC652030043","William","Overhead"
"WACWIC652030043","William","Terry"
"WACWIC652030051","Alexander","Smith"
"WACWIC652030051","Gerard","Van der Gucht"
"WACWIC652030051","James","Sedgwick"
"WACWIC652030051","Jno","Corns"
"WACWIC652030051","John","Corne"
"WACWIC652030051","John","Keats"
"WACWIC652030051","John","Ladyman"
"WACWIC652030051","Katherine","Fortescue"
"WACWIC652030051","Michael","Player"
"WACWIC652030051","Nicholas","Welch"
"WACWIC652030051","Peter","Taylor"
"WACWIC652030051","Robert","Page"
"WACWIC652030051","Tho","Prickard"
"WACWIC652030051","Thomas","Hedges"
"WACWIC652030051","Thomas","Prickard"
"WACWIC652030051","William","Clare"
"WACWIC652030059","Alexander","Scholar"
"WACWIC652030059","Charles","Smith"
"WACWIC652030059","George","Ragsdale"
"WACWIC652030059","James","Nichols"
"WACWIC652030059","James","Sqibb"
"WACWIC652030059","John","Fladgate"
"WACWIC652030059","John","Hilman"
"WACWIC652030059","John","Shearwood"
"WACWIC652030059","John","Stewart"
"WACWIC652030059","Joseph","Gibbs"
"WACWIC652030059","Joseph","Peterson"
"WACWIC652030059","Michael","Artis"
"WACWIC652030059","Richard","Hughes"
"WACWIC652030059","Richard","Warner"
"WACWIC652030059","Tho","Prickard"
"WACWIC652030059","Thomas","Dobyns"
"WACWIC652030059","Thomas","Prickard"
"WACWIC652030059","William","Moss"
"WACWIC652030068","Bezelian","Stumbles"
"WACWIC652030068","David","Widmore"
"WACWIC652030068","George","Stephens"
"WACWIC652030068","James","Walker"
"WACWIC652030068","John","Fairhall"
"WACWIC652030068","John","Inge"
"WACWIC652030068","John","William"
"WACWIC652030068","Joseph","Smith"
"WACWIC652030068","Joseph","Wood"
"WACWIC652030068","Peter","Burn"
"WACWIC652030068","Peter","Paul"
"WACWIC652030068","Richard","Langman"
"WACWIC652030068","Samuel","Cole"
"WACWIC652030068","Samuel","Griffiths"
"WACWIC652030068","Samuel","Lawton"
"WACWIC652030068","Tho","Prickard"
"WACWIC652030068","Thomas","Collier"
"WACWIC652030068","Thomas","Prickard"
"WACWIC652030068","William","Gardiner"
"WACWIC652030068","William","Hyde"
"WACWIC652030077","Abraham","Longstaff"
"WACWIC652030077","Charles","Taylor"
"WACWIC652030077","Henry","Friday"
"WACWIC652030077","Henry","Peeke"
"WACWIC652030077","James","Branion"
"WACWIC652030077","James","Don"
"WACWIC652030077","John","Harkness"
"WACWIC652030077","Lewis","Sulsh"
"WACWIC652030077","Nathaniel","Clayton"
"WACWIC652030077","Robert","Score"
"WACWIC652030077","Samuel","Young"
"WACWIC652030077","Sturges","Shoveler"
"WACWIC652030077","Tho","Prickard"
"WACWIC652030077","Thomas","Cross"
"WACWIC652030077","Thomas","Fisher"
"WACWIC652030077","Thomas","Prickard"
"WACWIC652030077","Thomas","Waller"
"WACWIC652030077","William","Simpson"
"WACWIC652030085","Anthony","Rovell"
"WACWIC652030085","David","Thompson"
"WACWIC652030085","Edward","Cooper"
"WACWIC652030085","Edward","Weller"
"WACWIC652030085","Henry","Freeman"
"WACWIC652030085","James","Davis"
"WACWIC652030085","James","Gordon"
"WACWIC652030085","John","Budd"
"WACWIC652030085","John","Hardy"
"WACWIC652030085","John","Lock"
"WACWIC652030085","John","Mace"
"WACWIC652030085","John","Ross"
"WACWIC652030085","John","Stewart"
"WACWIC652030085","John","Woodin"
"WACWIC652030085","Lewis","Morgan"
"WACWIC652030085","Richard","Brown"
"WACWIC652030085","Robert","Chapman"
"WACWIC652030085","Robert","Wright"
"WACWIC652030085","Tho","Prickard"
"WACWIC652030085","Thomas","Jenkins"
"WACWIC652030085","Thomas","Prickard"
"WACWIC652030085","William","Border"
"WACWIC652030094","Andrew","Read"
"WACWIC652030094","Charles","Smith"
"WACWIC652030094","Francis","Jones"
"WACWIC652030094","George","Halfhide"
"WACWIC652030094","James","Dochamp"
"WACWIC652030094","James","Patison"
"WACWIC652030094","James","Smith"
"WACWIC652030094","Jane","Richards"
"WACWIC652030094","John","King"
"WACWIC652030094","John","Mead"
"WACWIC652030094","John","Newman"
"WACWIC652030094","John","Parker"
"WACWIC652030094","Paul","Panchard"
"WACWIC652030094","Philip","Bourkinyong"
"WACWIC652030094","Robert","Hopwood"
"WACWIC652030094","Tho","Prickard"
"WACWIC652030094","Thomas","Grace"
"WACWIC652030094","Thomas","Hilton"
"WACWIC652030094","Thomas","Prickard"
"WACWIC652030094","Thos","Grace"
"WACWIC652030094","William","Watson"
"WACWIC652030094","William","West"
"WACWIC652030103","Abraham","Terry"
"WACWIC652030103","George","King"
"WACWIC652030103","James","Branian"
"WACWIC652030103","John","Cerron"
"WACWIC652030103","John","Gale"
"WACWIC652030103","John","Stone"
"WACWIC652030103","Josiah","Day"
"WACWIC652030103","Lewis","Sulsh"
"WACWIC652030103","Mary","Craven"
"WACWIC652030103","Robert","Score"
"WACWIC652030103","Thomas","Prickard"
"WACWIC652030103","Thomas","Spearing"
"WACWIC652030103","Thos","Prickard"
"WACWIC652030103","William","King"
"WACWIC652030103","William","Lowdy"
"WACWIC652030103","William","Luckie"
"WACWIC652030103","William","Monk"
"WACWIC652030103","William","Smith"
"WACWIC652030112","Alexander","Forrest"
"WACWIC652030112","Alsop","Archer"
"WACWIC652030112","Charles","Fourdrinier"
"WACWIC652030112","George","Holland"
"WACWIC652030112","John","Dick"
"WACWIC652030112","John","Pegg"
"WACWIC652030112","Mark","Shotton"
"WACWIC652030112","Michael","Lyon"
"WACWIC652030112","Richard","Leyford"
"WACWIC652030112","Samuel","Hussey"
"WACWIC652030112","Thomas","Morgan"
"WACWIC652030112","Thomas","Oldfield"
"WACWIC652030112","Thomas","Porter"
"WACWIC652030112","Thomas","Prickard"
"WACWIC652030112","Thos","Prickard"
"WACWIC652030112","William","Flack"
"WACWIC652030112","William","Marcellus"
"WACWIC652030122","Charles","Chamberlain"
"WACWIC652030122","Edward","Wiggins"
"WACWIC652030122","James","Afleck"
"WACWIC652030122","John","Baker"
"WACWIC652030122","John","Lloyd"
"WACWIC652030122","John","Palmer"
"WACWIC652030122","Joseph","Deaton"
"WACWIC652030122","Richard","Garrett"
"WACWIC652030122","Solomon","Morgan"
"WACWIC652030122","Thomas","Hudson"
"WACWIC652030122","Thomas","Moses"
"WACWIC652030122","Thomas","Phillips"
"WACWIC652030122","Thomas","Prickard"
"WACWIC652030122","Thomas","Walters"
"WACWIC652030122","Thos","Prickard"
"WACWIC652030122","William","Hodgson"
"WACWIC652030122","William","Jackson"
"WACWIC652030122","William","Thomas"
"WACWIC652030122","William","Turner"
"WACWIC652030122","William","Webster"
"WACWIC652030122","William Weeks","Barnesley"
"WACWIC652030131","Christopher","Lattimore"
"WACWIC652030131","George","King"
"WACWIC652030131","James","Osborne"
"WACWIC652030131","John","Lawrence"
"WACWIC652030131","John","Lowry"
"WACWIC652030131","John","Parbray"
"WACWIC652030131","John","Stowers"
"WACWIC652030131","Josiah","Day"
"WACWIC652030131","Nathaniel","Skeat"
"WACWIC652030131","Peter","Flannakin"
"WACWIC652030131","Richard","Murfin"
"WACWIC652030131","Thomas","Lamb"
"WACWIC652030131","Thomas","Manlove"
"WACWIC652030131","Thomas","Prickard"
"WACWIC652030131","Thomas","Walker"
"WACWIC652030131","Thos","Manlove"
"WACWIC652030131","Thos","Prickard"
"WACWIC652030131","William","Johnston"
"WACWIC652030131","William","King"
"WACWIC652030131","William","Porter"
"WACWIC652030131","Wm","Bond"
"WACWIC652030131","Youell","Honnor"
"WACWIC652030140","Charles","King"
"WACWIC652030140","Christopher","Morgan"
"WACWIC652030140","Henry","Wood"
"WACWIC652030140","Isaac","Harrison"
"WACWIC652030140","James","Cox"
"WACWIC652030140","James","Johnston"
"WACWIC652030140","James","Kennedy"
"WACWIC652030140","James","Watkins"
"WACWIC652030140","Jeremiah","Bullock"
"WACWIC652030140","Mary","Adams"
"WACWIC652030140","Nathaniel","Moore"
"WACWIC652030140","Thomas","Prickard"
"WACWIC652030140","Thos","Prickard"
"WACWIC652030140","William","Banier"
"WACWIC652030140","William","Barnet"
"WACWIC652030140","William","Howard"
"WACWIC652030140","William","Hunter"
"WACWIC652030148","Charles","Carpenter"
"WACWIC652030148","Daniel","Twiss"
"WACWIC652030148","Francis","Norris"
"WACWIC652030148","Henry","Harrison"
"WACWIC652030148","Jacob","King"
"WACWIC652030148","John","Brown"
"WACWIC652030148","John","Cox"
"WACWIC652030148","John","Spiller"
"WACWIC652030148","John","Wilkins"
"WACWIC652030148","Mary","Macglouson"
"WACWIC652030148","Peter","Jackson"
"WACWIC652030148","Richard","Metford"
"WACWIC652030148","Robert","Smith"
"WACWIC652030148","Thomas","Greaves"
"WACWIC652030148","Thomas","Prickard"
"WACWIC652030148","Thos","Prickard"
"WACWIC652030148","William","Clew"
"WACWIC652030148","William","Davis"
"WACWIC652030148","William","Murray"
"WACWIC652030156","Abraham","Terry"
"WACWIC652030156","Henry","Slawson"
"WACWIC652030156","John","Cartwright"
"WACWIC652030156","John","Louch"
"WACWIC652030156","John","Price"
"WACWIC652030156","John","Short"
"WACWIC652030156","Robert","Bramham"
"WACWIC652030156","Robert","Burn"
"WACWIC652030156","Samuel","Jefferies"
"WACWIC652030156","Samuel","Tyler"
"WACWIC652030156","Tho","Prickard"
"WACWIC652030156","Thomas","Manlove"
"WACWIC652030156","Thomas","Prickard"
"WACWIC652030156","Thomas","Smith"
"WACWIC652030156","William","Green"
"WACWIC652030156","William","Smith"
"WACWIC652030164","George","Stanford"
"WACWIC652030164","James","Fogarty"
"WACWIC652030164","James","Mason"
"WACWIC652030164","John","Chatwind"
"WACWIC652030164","John","Child"
"WACWIC652030164","Joseph","Hathaway"
"WACWIC652030164","Peter","Gowe"
"WACWIC652030164","Richard","Burt"
"WACWIC652030164","Richard","White"
"WACWIC652030164","Robert","Piddington"
"WACWIC652030164","Robert","Smith"
"WACWIC652030164","Samuel","Harris"
"WACWIC652030164","Thomas","Chowles"
"WACWIC652030164","Thomas","Prickard"
"WACWIC652030164","Thos","Prickard"
"WACWIC652030164","William","Clugh"
"WACWIC652030164","William","Heburn"
"WACWIC652030164","Wm","Clugh"
"WACWIC652030171","Daniel","Keepe"
"WACWIC652030171","Edward","Chamins"
"WACWIC652030171","Francis","White"
"WACWIC652030171","George","Gentil"
"WACWIC652030171","John","Salt"
"WACWIC652030171","John","Worrall"
"WACWIC652030171","Richard","Gant"
"WACWIC652030171","Robert","Corbert"
"WACWIC652030171","Thomas","Bond"
"WACWIC652030171","Thomas","Prickard"
"WACWIC652030171","Thos","Prickard"
"WACWIC652030171","Tobias","Burch"
"WACWIC652030171","William","Spenceley"
"WACWIC652030171","William","Toon"
"WACWIC652030179","Alexander","Gillispey"
"WACWIC652030179","Benjamin","Gilbert"
"WACWIC652030179","Edward","Gosling"
"WACWIC652030179","George","Mure"
"WACWIC652030179","Gilbert","Eglesone"
"WACWIC652030179","Henry","Randall"
"WACWIC652030179","Henry","Stockdale"
"WACWIC652030179","James","Ford"
"WACWIC652030179","James","Struger"
"WACWIC652030179","Jenkin","Howard"
"WACWIC652030179","Jenkins","Howard"
"WACWIC652030179","John","Beake"
"WACWIC652030179","John","Cordey"
"WACWIC652030179","John","Willdoughby"
"WACWIC652030179","Joseph","Corin"
"WACWIC652030179","Joseph","Williams"
"WACWIC652030179","Nathaniel","Whitcomb"
"WACWIC652030179","Robert","Hunter"
"WACWIC652030179","Samuel","Hants"
"WACWIC652030179","Thomas","Caigow"
"WACWIC652030179","Thomas","Prickard"
"WACWIC652030179","Thos","Prickard"
"WACWIC652030179","Tobias","Ewbank"
"WACWIC652030179","William","Sloane"
"WACWIC652030188","Anthony","Hall"
"WACWIC652030188","James","Harbell"
"WACWIC652030188","John","Webb"
"WACWIC652030188","Joseph","Moggs"
"WACWIC652030188","Joseph","Parsons"
"WACWIC652030188","Joseph","Stevenson"
"WACWIC652030188","Peter","Damot"
"WACWIC652030188","Richard","Price"
"WACWIC652030188","Simon","Croutsley"
"WACWIC652030188","Terence","Burne"
"WACWIC652030188","Tho","Prickard"
"WACWIC652030188","Thomas","Downes"
"WACWIC652030188","Thomas","Prickard"
"WACWIC652030188","Thomas","Walton"
"WACWIC652030188","Thomas","Welch"
"WACWIC652030188","William","Ackley"
"WACWIC652030188","William","Ingman"
"WACWIC652030188","William","Jacklin"
"WACWIC652030197","Alexander","Blake"
"WACWIC652030197","Alexander","Grant"
"WACWIC652030197","Edward","Langbridge"
"WACWIC652030197","George","Barland"
"WACWIC652030197","John","Clarke"
"WACWIC652030197","John","Damer"
"WACWIC652030197","Richard","Cook"
"WACWIC652030197","Samuel","Platt"
"WACWIC652030197","Tho","Prickard"
"WACWIC652030197","Thomas","Beven"
"WACWIC652030197","Thomas","Clapton"
"WACWIC652030197","Thomas","Moon"
"WACWIC652030197","Thomas","Prickard"
"WACWIC652030197","Thomas","Smith"
"WACWIC652030197","Thomas","Webb"
"WACWIC652030197","Thomas","Wild"
"WACWIC652030197","Thos","Smith"
"WACWIC652030197","William","Morris"
"WACWIC652030197","William","Payn"
"WACWIC652030206","Benjamin","Hitchcock"
"WACWIC652030206","Francis","Hassell"
"WACWIC652030206","James","Payn"
"WACWIC652030206","John","Baker"
"WACWIC652030206","John","Cooper"
"WACWIC652030206","John","Nevil"
"WACWIC652030206","John","Owens"
"WACWIC652030206","John","Ramsey"
"WACWIC652030206","John","White"
"WACWIC652030206","Nathaniel","Howell"
"WACWIC652030206","Richard","Neagle"
"WACWIC652030206","Richard","Sill"
"WACWIC652030206","Richd","Neagle"
"WACWIC652030206","Robert","Wallerton"
"WACWIC652030206","Tho","Prickard"
"WACWIC652030206","Thomas","Brown"
"WACWIC652030206","Thomas","Prickard"
"WACWIC652030206","Thomas","Rogers"
"WACWIC652030206","William","Mansfield"
"WACWIC652030206","William","Singler"
"WACWIC652030214","Charles","Russell"
"WACWIC652030214","James","Colwell"
"WACWIC652030214","James","Cook"
"WACWIC652030214","James","Mac Dowell"
"WACWIC652030214","John","Cade"
"WACWIC652030214","John","Hilliard"
"WACWIC652030214","John","Thompson"
"WACWIC652030214","Joseph","Moore"
"WACWIC652030214","Meredith","Dodd"
"WACWIC652030214","Michael","Wilson"
"WACWIC652030214","Patrick","Forne"
"WACWIC652030214","Richard","Hey"
"WACWIC652030214","Richard","Rorewell"
"WACWIC652030214","Richard","Warwick"
"WACWIC652030214","Thomas","Barrington"
"WACWIC652030214","Thomas","Howard"
"WACWIC652030214","Thomas","Prickard"
"WACWIC652030214","Thos","Prickard"
"WACWIC652030214","William","Burford"
"WACWIC652030214","William","Burgess"
"WACWIC652030214","William","Herxes"
"WACWIC652030214","William","Law"
"WACWIC652030214","William","Lloyd"
"WACWIC652030214","William","Murphey"
"WACWIC652030214","William","Painter"
"WACWIC652030214","William","Rouse"
"WACWIC652030223","Charles","Clarke"
"WACWIC652030223","Edward","Green"
"WACWIC652030223","Elisha","Dobree"
"WACWIC652030223","Fran","Blackburn"
"WACWIC652030223","Francis","Blackburn"
"WACWIC652030223","George","Garrard"
"WACWIC652030223","Henry","Rogers"
"WACWIC652030223","James","Kennedy"
"WACWIC652030223","James","Wright"
"WACWIC652030223","Jesse","Harwood"
"WACWIC652030223","John","Freeman"
"WACWIC652030223","John","Phillips"
"WACWIC652030223","John","Tubb"
"WACWIC652030223","Joseph","Hedge"
"WACWIC652030223","Joseph","Parsloe"
"WACWIC652030223","Joseph","Wilson"
"WACWIC652030223","Samuel","Barker"
"WACWIC652030223","Stephen","Horncastle"
"WACWIC652030223","Tho","Prickard"
"WACWIC652030223","Thomas","Prickard"
"WACWIC652030223","William","Corry"
"WACWIC652030232","Charles","Griffin"
"WACWIC652030232","Charles","Spikes"
"WACWIC652030232","Edward","Chandler"
"WACWIC652030232","Francis","Bursill"
"WACWIC652030232","Henry","Heyam"
"WACWIC652030232","Jno","Steward"
"WACWIC652030232","John","Gel"
"WACWIC652030232","John","Steward"
"WACWIC652030232","Joseph","Haiden"
"WACWIC652030232","Lackland","Bean"
"WACWIC652030232","Ralph","Mills"
"WACWIC652030232","Richard","Burton"
"WACWIC652030232","Richard","Dave"
"WACWIC652030232","Richard","Oakes"
"WACWIC652030232","Robert","Cheeseman"
"WACWIC652030232","Tho","Prickard"
