"inquisition_img","given","surname"
"WACWIC652000003","Edward","Kingdom"
"WACWIC652000003","Edward","Lewis"
"WACWIC652000003","Edward","Thornhill"
"WACWIC652000003","George","Stephens"
"WACWIC652000003","James","Morris"
"WACWIC652000003","Jno","Feary"
"WACWIC652000003","Jno","Foster"
"WACWIC652000003","John","Feary"
"WACWIC652000003","John","Foster"
"WACWIC652000003","John","Manders"
"WACWIC652000003","John","Miller"
"WACWIC652000003","John","Smith"
"WACWIC652000003","John","Stephens"
"WACWIC652000003","Joseph","Bladzer"
"WACWIC652000003","Joseph","Bladzers"
"WACWIC652000003","Joseph","Clarke"
"WACWIC652000003","Paul","Rooke"
"WACWIC652000003","Richard","Platt"
"WACWIC652000003","Robee","Sherwin"
"WACWIC652000003","Robert","Maxfeild"
"WACWIC652000003","Samuel","Ayris"
"WACWIC652000003","Thomas","Green"
"WACWIC652000003","Thomas","Holmes"
"WACWIC652000003","Thomas","Scrofield"
"WACWIC652000003","William","Ayre"
"WACWIC652000003","William","Reeves"
"WACWIC652000003","William","Wakefeild"
"WACWIC652000005","Francis","Norris"
"WACWIC652000005","George","Tatton"
"WACWIC652000005","James","Johnston"
"WACWIC652000005","Jno","Feary"
"WACWIC652000005","John","Feary"
"WACWIC652000005","John","Marriott"
"WACWIC652000005","John","Matthews"
"WACWIC652000005","John","Ryall"
"WACWIC652000005","Matthew","Wiggins"
"WACWIC652000005","Matthias","Meacham"
"WACWIC652000005","Silas","Paine"
"WACWIC652000005","Thomas","Castle"
"WACWIC652000005","Thomas","Owen"
"WACWIC652000005","Thomas","Rigg"
"WACWIC652000005","Thos","Rigg"
"WACWIC652000005","William","Pawsey"
"WACWIC652000005","William","Stratford"
"WACWIC652000007","James","Moncur"
"WACWIC652000007","Jno","Feary"
"WACWIC652000007","John","Bagley"
"WACWIC652000007","John","Drapen"
"WACWIC652000007","John","Feary"
"WACWIC652000007","John","Marchaux"
"WACWIC652000007","Joseph","Hall"
"WACWIC652000007","Martha","Strong"
"WACWIC652000007","Noah","Babber"
"WACWIC652000007","Peter","Bartholomew"
"WACWIC652000007","Peter","Peterson"
"WACWIC652000007","Philip","Andrews"
"WACWIC652000007","Richard","Adams"
"WACWIC652000007","Richard","Bickenton"
"WACWIC652000007","Richard","Butt"
"WACWIC652000007","Richd","Adams"
"WACWIC652000007","Robert","Triphock"
"WACWIC652000007","Thomas","Coles"
"WACWIC652000007","Thomas","Littlejohn"
"WACWIC652000007","Thomas","Love"
"WACWIC652000007","Thomas","Pew"
"WACWIC652000007","William","Ackley"
"WACWIC652000007","William","Dorsett"
"WACWIC652000007","William","Gray"
"WACWIC652000009","Cary","Boncher"
"WACWIC652000009","Cary","Boucher"
"WACWIC652000009","Charles","Clarke"
"WACWIC652000009","Charles","Macgregor"
"WACWIC652000009","Edward","Gales"
"WACWIC652000009","Humphrey","Goddard"
"WACWIC652000009","James","Wilshire"
"WACWIC652000009","Jno","Feary"
"WACWIC652000009","John","Arnold"
"WACWIC652000009","John","Feary"
"WACWIC652000009","John","Peirson"
"WACWIC652000009","Joseph","Hawkins"
"WACWIC652000009","Nathaniel","Gunn"
"WACWIC652000009","Paul","Tibboe"
"WACWIC652000009","Richard","Garrett"
"WACWIC652000009","Richard","Martin"
"WACWIC652000009","Richard","Sill"
"WACWIC652000009","Titus","Wilson"
"WACWIC652000009","William","Evans"
"WACWIC652000009","William","Morgan"
"WACWIC652000011","Christopher","Nettleton"
"WACWIC652000011","Edward","Plasted"
"WACWIC652000011","Henry","Hubbard"
"WACWIC652000011","James","Reeves"
"WACWIC652000011","Jno","Feary"
"WACWIC652000011","John","Feary"
"WACWIC652000011","John","Hainslow"
"WACWIC652000011","John","Miller"
"WACWIC652000011","John","Newall"
"WACWIC652000011","John","North"
"WACWIC652000011","John","Stevens"
"WACWIC652000011","John","Wills"
"WACWIC652000011","John","Wilson"
"WACWIC652000011","Joseph","Calway"
"WACWIC652000011","Paul","Webster"
"WACWIC652000011","Thomas","Beven"
"WACWIC652000011","Thomas","Burton"
"WACWIC652000011","Thomas","Hall"
"WACWIC652000011","Thos","Bevan"
"WACWIC652000011","William","James"
"WACWIC652000011","William","Lewis"
"WACWIC652000011","William","Skates"
"WACWIC652000013","Ann","Keppell"
"WACWIC652000013","David","Burnsal"
"WACWIC652000013","David","Burnsall"
"WACWIC652000013","Edward","Hunt"
"WACWIC652000013","Edward","Strut"
"WACWIC652000013","Francis","Johnson"
"WACWIC652000013","Francis","Johnston"
"WACWIC652000013","James","Crosby"
"WACWIC652000013","Jenkin","Edwards"
"WACWIC652000013","Jno","Feary"
"WACWIC652000013","Jno","Thomas"
"WACWIC652000013","John","Barlow"
"WACWIC652000013","John","Eldridge"
"WACWIC652000013","John","Feary"
"WACWIC652000013","John","Roome"
"WACWIC652000013","John","Roomer"
"WACWIC652000013","John","Thomas"
"WACWIC652000013","Joseph","Bear"
"WACWIC652000013","Joseph","Beer"
"WACWIC652000013","Richard","Clements"
"WACWIC652000013","Richd","Clements"
"WACWIC652000013","Saml","Adams"
"WACWIC652000013","Samuel","Adams"
"WACWIC652000013","Tho","Ewstead"
"WACWIC652000013","Thomas","Eustace"
"WACWIC652000013","Thomas","Eyres"
"WACWIC652000013","Thomas","Hutchinson"
"WACWIC652000013","Thomas","Thompson"
"WACWIC652000013","Thomas","Webb"
"WACWIC652000013","Thos","Hutchinson"
"WACWIC652000013","Thos","Thompson"
"WACWIC652000013","Walter","Russell"
"WACWIC652000013","Watter","Russell"
"WACWIC652000013","William","Buxton"
"WACWIC652000013","William","Davis"
"WACWIC652000013","William","Green"
"WACWIC652000013","William","Morris"
"WACWIC652000013","Wm","Davies"
"WACWIC652000015","Abel","Morwen"
"WACWIC652000015","Edmond","Dunn"
"WACWIC652000015","Edward","Martin"
"WACWIC652000015","George","Scott"
"WACWIC652000015","Henry","Shackleton"
"WACWIC652000015","James","Burton"
"WACWIC652000015","James","Flanderkin"
"WACWIC652000015","James","Nugent"
"WACWIC652000015","Jno","Feary"
"WACWIC652000015","John","Burn"
"WACWIC652000015","John","Feary"
"WACWIC652000015","John","Morris"
"WACWIC652000015","Joseph","Winter"
"WACWIC652000015","Lawrence","Quin"
"WACWIC652000015","Martin","Smith"
"WACWIC652000015","Robert","Mackaw"
"WACWIC652000015","Samuel","Moxay"
"WACWIC652000015","Thomas","Bayley"
"WACWIC652000015","Thomas","Dunn"
"WACWIC652000015","Thomas","Salmon"
"WACWIC652000015","Thomas","Whitefoot"
"WACWIC652000015","William","Machoone"
"WACWIC652000017","Edward","Stephens"
"WACWIC652000017","George","Daley"
"WACWIC652000017","George","Darley"
"WACWIC652000017","George","King"
"WACWIC652000017","George","Lyall"
"WACWIC652000017","Henry","Callis"
"WACWIC652000017","Henry","Peak"
"WACWIC652000017","Jno","Feary"
"WACWIC652000017","John","Count"
"WACWIC652000017","John","Feary"
"WACWIC652000017","John","Gardner"
"WACWIC652000017","John","Grammen"
"WACWIC652000017","John","Parbury"
"WACWIC652000017","John","Rush"
"WACWIC652000017","Richard","James"
"WACWIC652000017","Richard","Larkin"
"WACWIC652000017","Thomas","Clarke"
"WACWIC652000017","Thomas","Cooper"
"WACWIC652000017","William","Rankin"
"WACWIC652000019","Charles","Glover"
"WACWIC652000019","Daniel","Jones"
"WACWIC652000019","Ezra","Ede"
"WACWIC652000019","Jno","Feary"
"WACWIC652000019","Jno","Turner"
"WACWIC652000019","John","Appleton"
"WACWIC652000019","John","Cooper"
"WACWIC652000019","John","Feary"
"WACWIC652000019","John","Harriet"
"WACWIC652000019","John","Shipman"
"WACWIC652000019","John","Smith"
"WACWIC652000019","John","Turner"
"WACWIC652000019","Jonathan","Gibbs"
"WACWIC652000019","Matthew","Buckinger"
"WACWIC652000019","Paul","Turner"
"WACWIC652000019","Robert","Elliot"
"WACWIC652000019","Thomas","Rashby"
"WACWIC652000019","Thomas","Seed"
"WACWIC652000019","William","Harrison"
"WACWIC652000019","William","Sebin"
"WACWIC652000022","Alex","Scholar"
"WACWIC652000022","Alexander","Scollor"
"WACWIC652000022","Charles","Smith"
"WACWIC652000022","Chas","Smith"
"WACWIC652000022","Edward","Hewet"
"WACWIC652000022","Edwd","Hewitt"
"WACWIC652000022","Henry","Russell"
"WACWIC652000022","James","Fisher"
"WACWIC652000022","James","Watkins"
"WACWIC652000022","Jno","Feary"
"WACWIC652000022","John","Boyce"
"WACWIC652000022","John","Bunting"
"WACWIC652000022","John","Feary"
"WACWIC652000022","John","Sharewood"
"WACWIC652000022","John","Shearwood"
"WACWIC652000022","Joseph","Kettle"
"WACWIC652000022","Peter","Thomas"
"WACWIC652000022","Tho","Sockwell"
"WACWIC652000022","Thomas","French"
"WACWIC652000022","Thomas","Sockwell"
"WACWIC652000022","William","Barlow"
"WACWIC652000022","William","Cobbell"
"WACWIC652000022","William","Dickens"
"WACWIC652000022","William","Dickins"
"WACWIC652000022","William","Kirby"
"WACWIC652000022","William","Roberts"
"WACWIC652000022","William","Robinson"
"WACWIC652000022","Willm","Cobbett"
"WACWIC652000022","Wm","Barlow"
"WACWIC652000024","Francis","Fleet"
"WACWIC652000024","Francis","Norris"
"WACWIC652000024","Henry","Loader"
"WACWIC652000024","James","Lloyd"
"WACWIC652000024","Jno","Feary"
"WACWIC652000024","John","Feary"
"WACWIC652000024","John","Smith"
"WACWIC652000024","John","Spiller"
"WACWIC652000024","John","Thompson"
"WACWIC652000024","Joseph","Metford"
"WACWIC652000024","Peter","Wyatt"
"WACWIC652000024","Robert","Curtis"
"WACWIC652000024","Samuel","Coast"
"WACWIC652000024","Thomas","Hopkins"
"WACWIC652000024","Thomas","Townsend"
"WACWIC652000024","William","Beddow"
"WACWIC652000024","William","Gosling"
"WACWIC652000026","Abel","Maciar"
"WACWIC652000026","Andrew","Lord"
"WACWIC652000026","Ann","Burchell"
"WACWIC652000026","Barnaby","Nugent"
"WACWIC652000026","Benjamin","Brown"
"WACWIC652000026","Charles","Mc Daniel"
"WACWIC652000026","Edward","Martin"
"WACWIC652000026","Garret","Smulkin"
"WACWIC652000026","George","Wilson"
"WACWIC652000026","George","Yatman"
"WACWIC652000026","James","Ellison"
"WACWIC652000026","James","Flanakin"
"WACWIC652000026","Jas","Ellisen"
"WACWIC652000026","Jno","Feary"
"WACWIC652000026","John","Feary"
"WACWIC652000026","Lawrence","Luin"
"WACWIC652000026","Richard","Berry"
"WACWIC652000026","Solomon","Moxie"
"WACWIC652000026","Thomas","Harrington"
"WACWIC652000028","Alexander","Bean"
"WACWIC652000028","Alexander","Gaslepe"
"WACWIC652000028","Daniel","Palmore"
"WACWIC652000028","Dennis","Farrell"
"WACWIC652000028","George","Dixon"
"WACWIC652000028","George","Norton"
"WACWIC652000028","George","Reynolds"
"WACWIC652000028","George","Wilson"
"WACWIC652000028","Henry","Clement"
"WACWIC652000028","James","Rowlings"
"WACWIC652000028","James","Smeaton"
"WACWIC652000028","Jno","Feary"
"WACWIC652000028","John","Bowdry"
"WACWIC652000028","John","Feary"
"WACWIC652000028","Thomas","Caigow"
"WACWIC652000028","Thomas","Porter"
"WACWIC652000028","Thomas","Ranklin"
"WACWIC652000028","William","Davis"
"WACWIC652000028","William","Dickenson"
"WACWIC652000028","William","Smith"
"WACWIC652000030","Duncan","Stewart"
"WACWIC652000030","Garard","Varderguchs"
"WACWIC652000030","James","Moody"
"WACWIC652000030","Jno","Feary"
"WACWIC652000030","John","Brooks"
"WACWIC652000030","John","Cartwright"
"WACWIC652000030","John","Feary"
"WACWIC652000030","John","Spong"
"WACWIC652000030","John","Stevens"
"WACWIC652000030","John","Stewart"
"WACWIC652000030","Joshua","Tofft"
"WACWIC652000030","Richard","Bond"
"WACWIC652000030","Richard","Wilson"
"WACWIC652000030","Terance","Fin"
"WACWIC652000030","Thomas","Kettle"
"WACWIC652000030","Thomas","Poole"
"WACWIC652000030","William","Clanvilla"
"WACWIC652000030","William","Hunter"
"WACWIC652000030","William","Mason"
"WACWIC652000030","William","Smith"
"WACWIC652000030","Wm","Mason"
"WACWIC652000032","Benjamin","Robinson"
"WACWIC652000032","Edward","Carten"
"WACWIC652000032","Edward","Longley"
"WACWIC652000032","Edward","Smith"
"WACWIC652000032","Edwd","Smith"
"WACWIC652000032","Francis","Groyan"
"WACWIC652000032","George","Sheles"
"WACWIC652000032","James","Collum"
"WACWIC652000032","Jno","Feary"
"WACWIC652000032","John","Caywood"
"WACWIC652000032","John","Feary"
"WACWIC652000032","John","Flowen"
"WACWIC652000032","John","Hargrove"
"WACWIC652000032","John","Humphrey"
"WACWIC652000032","John","Walter"
"WACWIC652000032","Richard","House"
"WACWIC652000032","Thomas","Carter"
"WACWIC652000032","William","Wade"
"WACWIC652000034","Abraham","Forsee"
"WACWIC652000034","Charles","Hangear"
"WACWIC652000034","Charles","Lyon"
"WACWIC652000034","Edward","Turner"
"WACWIC652000034","Hugh","Higgins"
"WACWIC652000034","Hugh","Saunders"
"WACWIC652000034","James","Adams"
"WACWIC652000034","James","Oliver"
"WACWIC652000034","Jno","Feary"
"WACWIC652000034","John","Feary"
"WACWIC652000034","John","Flud"
"WACWIC652000034","John","Hawkins"
"WACWIC652000034","John","Nicholson"
"WACWIC652000034","John","Walkington"
"WACWIC652000034","Moses","Jefferys"
"WACWIC652000034","Paul","Rook"
"WACWIC652000034","Richard","Ward"
"WACWIC652000034","Thomas","Battersley"
"WACWIC652000034","Valentine","George"
"WACWIC652000034","William","Wakefeild"
"WACWIC652000034","William","Warron"
"WACWIC652000034","William","Wright"
"WACWIC652000034","Willm","Wright"
"WACWIC652000036","Aaron","young"
"WACWIC652000036","Ann","Cox"
"WACWIC652000036","George","Woodfall"
"WACWIC652000036","Henry","Timbrell"
"WACWIC652000036","Jno","Feary"
"WACWIC652000036","John","Feary"
"WACWIC652000036","John","Hubbard"
"WACWIC652000036","John","Humphries"
"WACWIC652000036","John","Lambert"
"WACWIC652000036","John","Troy"
"WACWIC652000036","Leonard","Phillips"
"WACWIC652000036","Nathaniel","Hargrave"
"WACWIC652000036","Patrick","Cannon"
"WACWIC652000036","Richard","Richardson"
"WACWIC652000036","Samuel","Blomfeild"
"WACWIC652000036","Thomas","Beeton"
"WACWIC652000036","Thomas","Mountain"
"WACWIC652000036","William","Blunt"
"WACWIC652000036","William","Grinby"
"WACWIC652000036","William","Hannington"
"WACWIC652000038","Alexander","Simpson"
"WACWIC652000038","Charles","Stewart"
"WACWIC652000038","Daniel","Gibson"
"WACWIC652000038","David","Mc Callingeth"
"WACWIC652000038","Edward","Hurst"
"WACWIC652000038","Francis","Deshamp"
"WACWIC652000038","James","Emerson"
"WACWIC652000038","Jno","Feary"
"WACWIC652000038","John","Feary"
"WACWIC652000038","John","Littlewood"
"WACWIC652000038","John","Mayhew"
"WACWIC652000038","John","Shepherd"
"WACWIC652000038","Joseph","Francis"
"WACWIC652000038","Joseph","Hubbard"
"WACWIC652000038","Mary","Bagnoll"
"WACWIC652000038","Robert","Mawley"
"WACWIC652000038","Robert","Read"
"WACWIC652000038","Stephen","Hornworth"
"WACWIC652000038","Thomas","Smith"
"WACWIC652000040","Christopher","Day"
"WACWIC652000040","David","Davidson"
"WACWIC652000040","Ernest","Leslie"
"WACWIC652000040","George","Newton"
"WACWIC652000040","James","Clayton"
"WACWIC652000040","James","Price"
"WACWIC652000040","James","Young"
"WACWIC652000040","Jno","Feary"
"WACWIC652000040","John","Feary"
"WACWIC652000040","John","Parbury"
"WACWIC652000040","John","Parish"
"WACWIC652000040","John","Sutherland"
"WACWIC652000040","John","Wilkinson"
"WACWIC652000040","Joseph","Bailis"
"WACWIC652000040","Samuel","Young"
"WACWIC652000040","Thomas","Bere"
"WACWIC652000040","Thomas","Grant"
"WACWIC652000040","William","Vaughan"
"WACWIC652000042","Charles","Thierchen"
"WACWIC652000042","Edward","Jay"
"WACWIC652000042","George","Nelson"
"WACWIC652000042","Germein","Caronelle"
"WACWIC652000042","James","Meder"
"WACWIC652000042","James","Squit"
"WACWIC652000042","Jno","Feary"
"WACWIC652000042","John","Feary"
"WACWIC652000042","John","Fowler"
"WACWIC652000042","John","Weller"
"WACWIC652000042","Joseph","Waters"
"WACWIC652000042","Peter","Ams"
"WACWIC652000042","Saml","Jones"
"WACWIC652000042","Samuel","Jones"
"WACWIC652000042","Sarah","Tomes"
"WACWIC652000042","Thomas","Compton"
"WACWIC652000042","Thomas","Shaw"
"WACWIC652000042","William","Blunt"
"WACWIC652000042","William","Mumford"
"WACWIC652000042","William","Smith"
"WACWIC652000044","Anthony","Murphey"
"WACWIC652000044","Charles","Hodges"
"WACWIC652000044","Elizabeth","Blanchard"
"WACWIC652000044","George","Frotsche"
"WACWIC652000044","Henry","Darley"
"WACWIC652000044","James","King"
"WACWIC652000044","Jno","Feary"
"WACWIC652000044","John","Bayley"
"WACWIC652000044","John","Feary"
"WACWIC652000044","John","Ford"
"WACWIC652000044","Joseph","Shaw"
"WACWIC652000044","Richard","Pinkney"
"WACWIC652000044","Thomas","Burnbe"
"WACWIC652000044","Thomas","Hughes"
"WACWIC652000044","Thomas","Moseley"
"WACWIC652000044","Thomas","Wilbraham"
"WACWIC652000044","William","Froughton"
"WACWIC652000044","William","Slark"
"WACWIC652000046","Edward","Prebbell"
"WACWIC652000046","Francis","Fleet"
"WACWIC652000046","Jno","Feary"
"WACWIC652000046","John","Burdon"
"WACWIC652000046","John","Feary"
"WACWIC652000046","John","Hallow"
"WACWIC652000046","John","Nibbett"
"WACWIC652000046","John","Niblow"
"WACWIC652000046","John","Sugg"
"WACWIC652000046","John","Thompson"
"WACWIC652000046","Marshall","Fleet"
"WACWIC652000046","Richard","Mills"
"WACWIC652000046","Robert","Clarke"
"WACWIC652000046","Robert","Murray"
"WACWIC652000046","Thomas","Castle"
"WACWIC652000046","Thomas","Rigg"
"WACWIC652000046","William","Hepworth"
"WACWIC652000046","William","Watson"
"WACWIC652000048","Benjamin","Clark"
"WACWIC652000048","George","Bott"
"WACWIC652000048","George","Summers"
"WACWIC652000048","Hannah","Cockshaw"
"WACWIC652000048","James","Coghlan"
"WACWIC652000048","James","Cooper"
"WACWIC652000048","James","Wilkinson"
"WACWIC652000048","Jno","Feary"
"WACWIC652000048","John","Crewcher"
"WACWIC652000048","John","Feary"
"WACWIC652000048","John","Fisher"
"WACWIC652000048","John","Keene"
"WACWIC652000048","John","Ramsey"
"WACWIC652000048","John","Rennie"
"WACWIC652000048","Thomas","Chambers"
"WACWIC652000048","Thomas","Richardson"
"WACWIC652000048","William","Blacketer"
"WACWIC652000048","William","Hammond"
"WACWIC652000048","William","Smallbone"
"WACWIC652000048","Wm","Blackiter"
"WACWIC652000050","Charles","Orchard"
"WACWIC652000050","Christian","Garling"
"WACWIC652000050","Colin","Frazer"
"WACWIC652000050","Edward","Poole"
"WACWIC652000050","Frederick","Neunberg"
"WACWIC652000050","George","Beeston"
"WACWIC652000050","James","Campbell"
"WACWIC652000050","James","Knight"
"WACWIC652000050","Jno","Feary"
"WACWIC652000050","John","Albin"
"WACWIC652000050","John","Feary"
"WACWIC652000050","John","Smith"
"WACWIC652000050","John Jobstvender","Neunberg"
"WACWIC652000050","Joseph","Loyd"
"WACWIC652000050","Moses","Lafont"
"WACWIC652000050","Nicholas","Scott"
"WACWIC652000050","Thomas","Corner"
"WACWIC652000050","William","Dowe"
"WACWIC652000050","William","Ewbank"
"WACWIC652000050","William","Spence"
"WACWIC652000050","William","Taylor"
"WACWIC652000052","Andrew","Thomas"
"WACWIC652000052","Charles","Lowndes"
"WACWIC652000052","Charles","Lowthen"
"WACWIC652000052","Francis","Wilborn"
"WACWIC652000052","George","Stanner"
"WACWIC652000052","Hugh","Rorke"
"WACWIC652000052","James","Mattock"
"WACWIC652000052","James","Morris"
"WACWIC652000052","Jno","Feary"
"WACWIC652000052","John","Feary"
"WACWIC652000052","John","Goringe"
"WACWIC652000052","John","Grace"
"WACWIC652000052","John","Jackson"
"WACWIC652000052","Katherine","Plunkett"
"WACWIC652000052","Morgan","Rice"
"WACWIC652000052","Peter","Poe"
"WACWIC652000052","Richard","Manley"
"WACWIC652000052","Robert","Steel"
"WACWIC652000052","William","Gresham"
"WACWIC652000052","Wm","Grayen"
"WACWIC652000054","Bernard","Gregory"
"WACWIC652000054","Christopher","Morgan"
"WACWIC652000054","Edward","Thomas"
"WACWIC652000054","Jno","Feary"
"WACWIC652000054","John","Feary"
"WACWIC652000054","John","Foster"
"WACWIC652000054","John","Hernslow"
"WACWIC652000054","John","Jones"
"WACWIC652000054","John","Lewis"
"WACWIC652000054","John","Serby"
"WACWIC652000054","John","Surby"
"WACWIC652000054","Richard","Savage"
"WACWIC652000054","William","Davies"
"WACWIC652000054","William","Down"
"WACWIC652000054","William","Palmer"
"WACWIC652000054","William","Rose"
"WACWIC652000056","Barnaby","Darley"
"WACWIC652000056","Francis","Goring"
"WACWIC652000056","George","Snowball"
"WACWIC652000056","Jno","Feary"
"WACWIC652000056","John","Feary"
"WACWIC652000056","John","Reid"
"WACWIC652000056","Jos","Cox"
"WACWIC652000056","Joseph","Cox"
"WACWIC652000056","Joseph","Solth"
"WACWIC652000056","Nicholas","Good"
"WACWIC652000056","Peter","Smith"
"WACWIC652000056","Robert","Derry"
"WACWIC652000056","Thomas","Gosheron"
"WACWIC652000056","Thomas","Lowe"
"WACWIC652000056","William","Carter"
"WACWIC652000056","William","Gardiner"
"WACWIC652000056","William","Griffith"
"WACWIC652000056","William","Norman"
"WACWIC652000056","William","Padgett"
"WACWIC652000056","William","Smeaden"
"WACWIC652000056","William","Wells"
"WACWIC652000058","Adam","Caswall"
"WACWIC652000058","Adam","Caswell"
"WACWIC652000058","Alexander","Mc Duggle"
"WACWIC652000058","Ann","Macomett"
"WACWIC652000058","Charles","Spooner"
"WACWIC652000058","Charles","Webb"
"WACWIC652000058","Jno","Feary"
"WACWIC652000058","John","Dallon"
"WACWIC652000058","John","Feary"
"WACWIC652000058","John","Ford"
"WACWIC652000058","John","Hornsby"
"WACWIC652000058","Joseph","Dancox"
"WACWIC652000058","Peter","Mattax"
"WACWIC652000058","Peter","Paul"
"WACWIC652000058","Richard","Masefeild"
"WACWIC652000058","Richard","Watkins"
"WACWIC652000058","Robert","Dobie"
"WACWIC652000058","Thomas","Gardner"
"WACWIC652000058","Thomas","Marlow"
"WACWIC652000058","William","Thompson"
"WACWIC652000060","Abraham","Gorring"
"WACWIC652000060","Alex","Baptist"
"WACWIC652000060","Alexander","Baptist"
"WACWIC652000060","Charles","Rapen"
"WACWIC652000060","Edward","Clarke"
"WACWIC652000060","Edward","Tanner"
"WACWIC652000060","Jacob","Moody"
"WACWIC652000060","Jno","Feary"
"WACWIC652000060","John","Bouttals"
"WACWIC652000060","John","Clansell"
"WACWIC652000060","John","Feary"
"WACWIC652000060","John","Haynes"
"WACWIC652000060","Joseph","Willmot"
"WACWIC652000060","Richard","Oldfield"
"WACWIC652000060","Robert","Derry"
"WACWIC652000060","Samuel","Clarke"
"WACWIC652000060","Samuel","Frankland"
"WACWIC652000060","Samuel","Wilkinson"
"WACWIC652000060","Thomas","Haynes"
"WACWIC652000060","Thomas","Jones"
"WACWIC652000060","William","Makepeace"
"WACWIC652000060","William","Metcalf"
"WACWIC652000062","Alexander","Linton"
"WACWIC652000062","Alsop","Archer"
"WACWIC652000062","Daniel","Gibson"
"WACWIC652000062","Edward","Virgo"
"WACWIC652000062","Henry","Sudbrey"
"WACWIC652000062","Isaac","Everitt"
"WACWIC652000062","James","Geekie"
"WACWIC652000062","Jno","Feary"
"WACWIC652000062","John","Feary"
"WACWIC652000062","John","Morgan"
"WACWIC652000062","Joseph","Grantham"
"WACWIC652000062","Joseph","Jarvis"
"WACWIC652000062","Robert","Locksam"
"WACWIC652000062","Samuel","Noble"
"WACWIC652000062","Tho","Nichols"
"WACWIC652000062","Thomas","Nickleson"
"WACWIC652000062","Thomas","Tillston"
"WACWIC652000062","William","Watson"
"WACWIC652000064","Domick","Bowes"
"WACWIC652000064","Ferdinando","Pert"
"WACWIC652000064","James","Burne"
"WACWIC652000064","Jno","Feary"
"WACWIC652000064","John","Bright"
"WACWIC652000064","John","Dennis"
"WACWIC652000064","John","Feary"
"WACWIC652000064","John","Marsh"
"WACWIC652000064","John","Reynold"
"WACWIC652000064","Lewis","Lathfear"
"WACWIC652000064","Moses","Jefferys"
"WACWIC652000064","Nath","Drake"
"WACWIC652000064","Nathaniel","Drake"
"WACWIC652000064","Peter","Smith"
"WACWIC652000064","Thomas","Adams"
"WACWIC652000064","Thomas","Stanbridge"
"WACWIC652000064","William","Hanham"
"WACWIC652000064","William","Wakefeild"
"WACWIC652010003","George","Ayres"
"WACWIC652010003","Henry","Spemeley"
"WACWIC652010003","James","Beckett"
"WACWIC652010003","James","Lewis"
"WACWIC652010003","James","Moore"
"WACWIC652010003","James","Morris"
"WACWIC652010003","Jno","Feary"
"WACWIC652010003","John","Feary"
"WACWIC652010003","John","Jackson"
"WACWIC652010003","John","Jennings"
"WACWIC652010003","John","Shaw"
"WACWIC652010003","John","Smart"
"WACWIC652010003","Mary","Jaques"
"WACWIC652010003","Richard","Price"
"WACWIC652010003","Thomas","Gibbin"
"WACWIC652010003","Thomas","Thornthwait"
"WACWIC652010003","William","Staten"
"WACWIC652010005","Charles","Fowlen"
"WACWIC652010005","Daniel","Wood"
"WACWIC652010005","David","Nelson"
"WACWIC652010005","Fean","Taylor"
"WACWIC652010005","Francis","White"
"WACWIC652010005","George","Owen"
"WACWIC652010005","Hugh","Hopes"
"WACWIC652010005","James","Freeman"
"WACWIC652010005","Jarvis","Wells"
"WACWIC652010005","Jno","Feary"
"WACWIC652010005","John","Chambers"
"WACWIC652010005","John","Feary"
"WACWIC652010005","John","Westen"
"WACWIC652010005","Joseph","Clark"
"WACWIC652010005","Peter","Fribourg"
"WACWIC652010005","Richard","Eames"
"WACWIC652010005","Richard","Emes"
"WACWIC652010005","Thomas","Broughton"
"WACWIC652010005","Thomas","Jordan"
"WACWIC652010005","William","Simpson"
"WACWIC652010007","George","William"
"WACWIC652010007","Henry","Ottley"
"WACWIC652010007","James","Fitzpatrick"
"WACWIC652010007","James","Tregent"
"WACWIC652010007","James","Young"
"WACWIC652010007","Jno","Feary"
"WACWIC652010007","John","Ellen"
"WACWIC652010007","John","Ellit"
"WACWIC652010007","John","Feary"
"WACWIC652010007","John","James"
"WACWIC652010007","John","Moore"
"WACWIC652010007","John","Philpol"
"WACWIC652010007","John","Russell"
"WACWIC652010007","Joseph","Fisher"
"WACWIC652010007","Joseph","William"
"WACWIC652010007","Matthew","Wall"
"WACWIC652010007","Michael","Hebord"
"WACWIC652010007","Nicholas","Berry"
"WACWIC652010007","Stephen","Weaven"
"WACWIC652010007","Thomas","Ellis"
"WACWIC652010007","William","Morrall"
"WACWIC652010007","William","Paul"
"WACWIC652010007","William","Rankin"
"WACWIC652010009","Benjamin","Knight"
"WACWIC652010009","Francis","Fleet"
"WACWIC652010009","Jno","Feary"
"WACWIC652010009","John","Feary"
"WACWIC652010009","John","Rodwell"
"WACWIC652010009","John","Spiller"
"WACWIC652010009","Marshall","Fleet"
"WACWIC652010009","Matthew","Nesham"
"WACWIC652010009","Peter","Burn"
"WACWIC652010009","Robert","Clarke"
"WACWIC652010009","Robert","Lockley"
"WACWIC652010009","Robert","Ridge"
"WACWIC652010009","Thomas","Gunten"
"WACWIC652010009","Thomas","Vaugh"
"WACWIC652010009","William","Maddox"
"WACWIC652010009","William","Posey"
"WACWIC652010009","Wm","Madox"
"WACWIC652010011","Charles","Davis"
"WACWIC652010011","Edward","Billam"
"WACWIC652010011","Edward","Brook"
"WACWIC652010011","Jasper","Smith"
"WACWIC652010011","Jno","Feary"
"WACWIC652010011","John","Draper"
"WACWIC652010011","John","Elridge"
