age,gender,year,deaths
83,male,1975,6275
84,female,1975,10070
84,male,1975,5631
85,female,1975,9489
85,male,1975,4880
86,female,1975,9144
86,male,1975,4454
87,female,1975,8368
87,male,1975,3788
88,female,1975,7219
88,male,1975,3152
89,female,1975,6529
89,male,1975,2725
90,female,1975,5885
90,male,1975,2209
91,female,1975,4904
91,male,1975,1695
92,female,1975,4002
92,male,1975,1396
93,female,1975,3334
93,male,1975,1086
94,female,1975,2494
94,male,1975,780
95,female,1975,2024
95,male,1975,558
96,female,1975,1339
96,male,1975,366
97,female,1975,964
97,male,1975,261
98,female,1975,698
98,male,1975,156
99,female,1975,483
99,male,1975,94
100,female,1975,281
100,male,1975,49
101,female,1975,187
101,male,1975,35
102,female,1975,95
102,male,1975,9
103,female,1975,58
103,male,1975,9
104,female,1975,37
104,male,1975,4
105,female,1975,31
105,male,1975,3
0,female,1976,3455
0,male,1976,4879
1,female,1976,239
1,male,1976,328
2,female,1976,138
2,male,1976,203
3,female,1976,107
3,male,1976,180
4,female,1976,109
4,male,1976,165
5,female,1976,123
5,male,1976,162
6,female,1976,89
6,male,1976,142
7,female,1976,85
7,male,1976,131
8,female,1976,80
8,male,1976,117
9,female,1976,74
9,male,1976,124
10,female,1976,83
10,male,1976,116
11,female,1976,84
11,male,1976,105
12,female,1976,71
12,male,1976,129
13,female,1976,96
13,male,1976,136
14,female,1976,83
14,male,1976,153
15,female,1976,104
15,male,1976,146
16,female,1976,130
16,male,1976,266
17,female,1976,107
17,male,1976,426
18,female,1976,156
18,male,1976,420
19,female,1976,126
19,male,1976,402
20,female,1976,131
20,male,1976,369
21,female,1976,138
21,male,1976,327
22,female,1976,134
22,male,1976,354
23,female,1976,123
23,male,1976,305
24,female,1976,145
24,male,1976,308
25,female,1976,152
25,male,1976,285
26,female,1976,156
26,male,1976,306
27,female,1976,186
27,male,1976,345
28,female,1976,185
28,male,1976,335
29,female,1976,203
29,male,1976,340
30,female,1976,190
30,male,1976,320
31,female,1976,205
31,male,1976,311
32,female,1976,196
32,male,1976,352
33,female,1976,241
33,male,1976,326
34,female,1976,225
34,male,1976,325
35,female,1976,216
35,male,1976,346
36,female,1976,294
36,male,1976,409
37,female,1976,326
37,male,1976,445
38,female,1976,317
38,male,1976,469
39,female,1976,323
39,male,1976,559
40,female,1976,405
40,male,1976,558
41,female,1976,448
41,male,1976,662
42,female,1976,510
42,male,1976,745
43,female,1976,559
43,male,1976,818
44,female,1976,643
44,male,1976,917
45,female,1976,734
45,male,1976,1050
46,female,1976,811
46,male,1976,1211
47,female,1976,919
47,male,1976,1413
48,female,1976,1014
48,male,1976,1495
49,female,1976,1201
49,male,1976,1832
50,female,1976,1372
50,male,1976,2093
51,female,1976,1399
51,male,1976,2300
52,female,1976,1572
52,male,1976,2732
53,female,1976,1781
53,male,1976,2897
54,female,1976,2003
54,male,1976,3426
55,female,1976,2254
55,male,1976,3961
56,female,1976,2521
56,male,1976,4379
57,female,1976,2001
57,male,1976,3462
58,female,1976,2048
58,male,1976,3630
59,female,1976,2428
59,male,1976,4362
60,female,1976,2842
60,male,1976,5143
61,female,1976,3451
61,male,1976,5929
62,female,1976,3776
62,male,1976,6452
63,female,1976,3946
63,male,1976,7201
64,female,1976,4338
64,male,1976,7529
65,female,1976,4628
65,male,1976,8003
66,female,1976,5090
66,male,1976,8582
67,female,1976,5574
67,male,1976,9212
68,female,1976,5855
68,male,1976,9486
69,female,1976,6391
69,male,1976,10155
70,female,1976,6967
70,male,1976,10329
71,female,1976,7423
71,male,1976,10612
72,female,1976,7903
72,male,1976,10560
73,female,1976,8510
73,male,1976,10953
74,female,1976,8766
74,male,1976,10762
75,female,1976,9587
75,male,1976,10562
76,female,1976,10141
76,male,1976,10225
77,female,1976,9957
77,male,1976,8866
78,female,1976,10106
78,male,1976,8550
79,female,1976,10593
79,male,1976,8247
80,female,1976,10960
80,male,1976,7699
81,female,1976,10816
81,male,1976,7224
82,female,1976,10868
82,male,1976,6888
83,female,1976,11098
83,male,1976,6361
84,female,1976,10547
84,male,1976,5726
85,female,1976,9993
85,male,1976,5184
86,female,1976,9475
86,male,1976,4509
87,female,1976,8858
87,male,1976,3966
88,female,1976,7843
88,male,1976,3466
89,female,1976,6935
89,male,1976,2825
90,female,1976,6267
90,male,1976,2242
91,female,1976,5164
91,male,1976,1838
92,female,1976,4353
92,male,1976,1432
93,female,1976,3603
93,male,1976,1123
94,female,1976,2790
94,male,1976,760
95,female,1976,2213
95,male,1976,594
96,female,1976,1592
96,male,1976,383
97,female,1976,1064
97,male,1976,267
98,female,1976,710
98,male,1976,169
99,female,1976,486
99,male,1976,91
100,female,1976,312
100,male,1976,68
101,female,1976,179
101,male,1976,41
102,female,1976,98
102,male,1976,18
103,female,1976,60
103,male,1976,8
104,female,1976,36
104,male,1976,3
105,female,1976,46
105,male,1976,6
0,female,1977,3322
0,male,1977,4519
1,female,1977,227
1,male,1977,262
2,female,1977,157
2,male,1977,193
3,female,1977,134
3,male,1977,156
4,female,1977,96
4,male,1977,158
5,female,1977,96
5,male,1977,140
6,female,1977,72
6,male,1977,153
7,female,1977,75
7,male,1977,116
8,female,1977,73
8,male,1977,117
9,female,1977,57
9,male,1977,109
10,female,1977,76
10,male,1977,102
11,female,1977,74
11,male,1977,110
12,female,1977,69
12,male,1977,113
13,female,1977,88
13,male,1977,134
14,female,1977,87
14,male,1977,139
15,female,1977,90
15,male,1977,186
16,female,1977,137
16,male,1977,236
17,female,1977,161
17,male,1977,415
18,female,1977,115
18,male,1977,388
19,female,1977,113
19,male,1977,395
20,female,1977,136
20,male,1977,341
21,female,1977,125
21,male,1977,338
22,female,1977,144
22,male,1977,342
23,female,1977,162
23,male,1977,305
24,female,1977,135
24,male,1977,273
25,female,1977,146
25,male,1977,282
26,female,1977,131
26,male,1977,311
27,female,1977,155
27,male,1977,317
28,female,1977,159
28,male,1977,315
29,female,1977,195
29,male,1977,360
30,female,1977,204
30,male,1977,342
31,female,1977,166
31,male,1977,315
32,female,1977,243
32,male,1977,347
33,female,1977,218
33,male,1977,343
34,female,1977,253
34,male,1977,338
35,female,1977,240
35,male,1977,319
36,female,1977,263
36,male,1977,363
37,female,1977,282
37,male,1977,432
38,female,1977,343
38,male,1977,505
39,female,1977,359
39,male,1977,521
40,female,1977,383
40,male,1977,553
41,female,1977,420
41,male,1977,601
42,female,1977,511
42,male,1977,696
43,female,1977,524
43,male,1977,779
44,female,1977,558
44,male,1977,926
45,female,1977,673
45,male,1977,1001
46,female,1977,774
46,male,1977,1201
47,female,1977,880
47,male,1977,1396
48,female,1977,1032
48,male,1977,1542
49,female,1977,1114
49,male,1977,1703
50,female,1977,1174
50,male,1977,2079
51,female,1977,1406
51,male,1977,2224
52,female,1977,1483
52,male,1977,2500
53,female,1977,1607
53,male,1977,2864
54,female,1977,1786
54,male,1977,3090
55,female,1977,2183
55,male,1977,3676
56,female,1977,2462
56,male,1977,3977
57,female,1977,2687
57,male,1977,4641
58,female,1977,2061
58,male,1977,3686
59,female,1977,2145
59,male,1977,3779
60,female,1977,2563
60,male,1977,4634
61,female,1977,3077
61,male,1977,5296
62,female,1977,3529
62,male,1977,6090
63,female,1977,3886
63,male,1977,6850
64,female,1977,4235
64,male,1977,7226
65,female,1977,4462
65,male,1977,7617
66,female,1977,4782
66,male,1977,8170
67,female,1977,5409
67,male,1977,8816
68,female,1977,5648
68,male,1977,9536
69,female,1977,6399
69,male,1977,9772
70,female,1977,6533
70,male,1977,10149
71,female,1977,6998
71,male,1977,10157
72,female,1977,7815
72,male,1977,10546
73,female,1977,8240
73,male,1977,10511
74,female,1977,8617
74,male,1977,10599
75,female,1977,8782
75,male,1977,10447
76,female,1977,9468
76,male,1977,10383
77,female,1977,10173
77,male,1977,9511
78,female,1977,9793
78,male,1977,8409
79,female,1977,10229
79,male,1977,7730
80,female,1977,10440
80,male,1977,7453
81,female,1977,10468
81,male,1977,6751
82,female,1977,10570
82,male,1977,6457
83,female,1977,10345
83,male,1977,5891
84,female,1977,10268
84,male,1977,5496
85,female,1977,9612
85,male,1977,4902
86,female,1977,8988
86,male,1977,4258
87,female,1977,8071
87,male,1977,3737
88,female,1977,7434
88,male,1977,3172
89,female,1977,6838
89,male,1977,2541
90,female,1977,5673
90,male,1977,2152
91,female,1977,4962
91,male,1977,1702
92,female,1977,4111
92,male,1977,1347
93,female,1977,3384
93,male,1977,1047
94,female,1977,2560
94,male,1977,779
95,female,1977,1994
95,male,1977,548
96,female,1977,1538
96,male,1977,411
97,female,1977,1043
97,male,1977,248
98,female,1977,712
98,male,1977,168
99,female,1977,463
99,male,1977,69
100,female,1977,316
100,male,1977,57
101,female,1977,231
101,male,1977,39
102,female,1977,113
102,male,1977,14
103,female,1977,71
103,male,1977,12
104,female,1977,35
104,male,1977,4
105,female,1977,36
105,male,1977,5
0,female,1978,3368
0,male,1978,4513
1,female,1978,238
1,male,1978,293
2,female,1978,137
2,male,1978,165
3,female,1978,124
3,male,1978,151
4,female,1978,108
4,male,1978,130
5,female,1978,86
5,male,1978,130
6,female,1978,80
6,male,1978,134
7,female,1978,91
7,male,1978,124
8,female,1978,72
8,male,1978,103
9,female,1978,88
9,male,1978,137
10,female,1978,71
10,male,1978,129
11,female,1978,67
11,male,1978,123
12,female,1978,90
12,male,1978,106
13,female,1978,93
13,male,1978,122
14,female,1978,100
14,male,1978,139
15,female,1978,98
15,male,1978,172
16,female,1978,137
16,male,1978,263
17,female,1978,160
17,male,1978,450
18,female,1978,163
18,male,1978,482
19,female,1978,133
19,male,1978,409
20,female,1978,149
20,male,1978,399
21,female,1978,124
21,male,1978,356
22,female,1978,153
22,male,1978,341
23,female,1978,143
23,male,1978,325
24,female,1978,141
24,male,1978,340
25,female,1978,144
25,male,1978,322
26,female,1978,152
26,male,1978,303
27,female,1978,174
27,male,1978,288
28,female,1978,191
28,male,1978,321
29,female,1978,198
29,male,1978,306
30,female,1978,217
30,male,1978,352
31,female,1978,242
31,male,1978,395
32,female,1978,224
32,male,1978,329
33,female,1978,232
33,male,1978,338
34,female,1978,268
34,male,1978,371
35,female,1978,253
35,male,1978,425
36,female,1978,251
36,male,1978,390
37,female,1978,292
37,male,1978,420
38,female,1978,335
38,male,1978,498
39,female,1978,379
39,male,1978,581
40,female,1978,398
40,male,1978,579
41,female,1978,446
41,male,1978,637
42,female,1978,507
42,male,1978,700
43,female,1978,539
43,male,1978,746
44,female,1978,604
44,male,1978,873
45,female,1978,611
45,male,1978,1064
46,female,1978,731
46,male,1978,1168
47,female,1978,869
47,male,1978,1377
48,female,1978,987
48,male,1978,1464
49,female,1978,1094
49,male,1978,1636
50,female,1978,1229
50,male,1978,1849
51,female,1978,1431
51,male,1978,2209
52,female,1978,1442
52,male,1978,2569
53,female,1978,1701
53,male,1978,2798
54,female,1978,1816
54,male,1978,3173
55,female,1978,1995
55,male,1978,3447
56,female,1978,2268
56,male,1978,3951
57,female,1978,2677
57,male,1978,4600
58,female,1978,2911
58,male,1978,5130
59,female,1978,2274
59,male,1978,3908
60,female,1978,2342
60,male,1978,4158
61,female,1978,2807
61,male,1978,5004
62,female,1978,3302
62,male,1978,5751
63,female,1978,3773
63,male,1978,6659
64,female,1978,4258
64,male,1978,7368
65,female,1978,4496
65,male,1978,7764
66,female,1978,4906
66,male,1978,8124
67,female,1978,5358
67,male,1978,8892
68,female,1978,5785
68,male,1978,9509
69,female,1978,6346
69,male,1978,9875
70,female,1978,6741
70,male,1978,10258
71,female,1978,7089
71,male,1978,10365
72,female,1978,7641
72,male,1978,10563
73,female,1978,8225
73,male,1978,10947
74,female,1978,8824
74,male,1978,10897
75,female,1978,9190
75,male,1978,10848
76,female,1978,9656
76,male,1978,10475
77,female,1978,10105
77,male,1978,9884
78,female,1978,10372
78,male,1978,9407
79,female,1978,10282
79,male,1978,8425
80,female,1978,10715
80,male,1978,7763
81,female,1978,10546
81,male,1978,7195
82,female,1978,10681
82,male,1978,6506
83,female,1978,10426
83,male,1978,6006
84,female,1978,10085
84,male,1978,5558
85,female,1978,9869
85,male,1978,4959
86,female,1978,9279
86,male,1978,4452
87,female,1978,8169
87,male,1978,3812
88,female,1978,7654
88,male,1978,3119
89,female,1978,7017
89,male,1978,2742
90,female,1978,5937
90,male,1978,2178
91,female,1978,5032
91,male,1978,1680
92,female,1978,4219
92,male,1978,1398
93,female,1978,3369
93,male,1978,1031
94,female,1978,2787
94,male,1978,744
95,female,1978,2045
95,male,1978,558
96,female,1978,1599
96,male,1978,392
97,female,1978,1099
97,male,1978,272
98,female,1978,747
98,male,1978,151
99,female,1978,481
99,male,1978,120
100,female,1978,317
100,male,1978,58
101,female,1978,221
101,male,1978,42
102,female,1978,132
102,male,1978,18
103,female,1978,77
103,male,1978,17
104,female,1978,56
104,male,1978,4
105,female,1978,43
105,male,1978,4
0,female,1979,3447
0,male,1979,4731
1,female,1979,227
1,male,1979,224
2,female,1979,116
2,male,1979,159
3,female,1979,99
3,male,1979,128
4,female,1979,85
4,male,1979,130
5,female,1979,79
5,male,1979,113
6,female,1979,81
6,male,1979,119
7,female,1979,64
7,male,1979,110
8,female,1979,77
8,male,1979,137
9,female,1979,67
9,male,1979,123
10,female,1979,66
10,male,1979,95
11,female,1979,72
11,male,1979,109
12,female,1979,77
12,male,1979,107
13,female,1979,77
13,male,1979,119
14,female,1979,94
14,male,1979,175
15,female,1979,81
15,male,1979,183
16,female,1979,114
16,male,1979,247
17,female,1979,136
17,male,1979,411
18,female,1979,159
18,male,1979,453
19,female,1979,132
19,male,1979,433
20,female,1979,120
20,male,1979,369
21,female,1979,125
21,male,1979,376
22,female,1979,131
22,male,1979,332
23,female,1979,135
23,male,1979,285
24,female,1979,124
24,male,1979,287
25,female,1979,130
25,male,1979,307
26,female,1979,157
26,male,1979,313
27,female,1979,148
27,male,1979,314
28,female,1979,169
28,male,1979,287
29,female,1979,189
29,male,1979,337
30,female,1979,204
30,male,1979,336
31,female,1979,193
31,male,1979,355
32,female,1979,241
32,male,1979,402
33,female,1979,246
33,male,1979,382
34,female,1979,261
34,male,1979,393
35,female,1979,256
35,male,1979,409
36,female,1979,279
36,male,1979,418
37,female,1979,275
37,male,1979,435
38,female,1979,311
38,male,1979,426
39,female,1979,352
39,male,1979,528
40,female,1979,422
40,male,1979,609
41,female,1979,382
41,male,1979,644
42,female,1979,482
42,male,1979,714
43,female,1979,500
43,male,1979,772
44,female,1979,609
44,male,1979,867
45,female,1979,638
45,male,1979,1015
46,female,1979,766
46,male,1979,1053
47,female,1979,777
47,male,1979,1302
48,female,1979,979
48,male,1979,1490
49,female,1979,1045
49,male,1979,1601
50,female,1979,1184
50,male,1979,1890
51,female,1979,1312
51,male,1979,2076
52,female,1979,1444
52,male,1979,2369
53,female,1979,1638
53,male,1979,2794
54,female,1979,1888
54,male,1979,3017
55,female,1979,1980
55,male,1979,3343
56,female,1979,2108
56,male,1979,3790
57,female,1979,2470
57,male,1979,4364
58,female,1979,2899
58,male,1979,5161
59,female,1979,3082
59,male,1979,5483
60,female,1979,2522
60,male,1979,4343
61,female,1979,2584
61,male,1979,4486
62,female,1979,3097
62,male,1979,5380
63,female,1979,3609
63,male,1979,6125
64,female,1979,4273
64,male,1979,7111
65,female,1979,4539
65,male,1979,7753
66,female,1979,4929
66,male,1979,8297
67,female,1979,5361
67,male,1979,8771
68,female,1979,5617
68,male,1979,9165
69,female,1979,6089
69,male,1979,9479
70,female,1979,6771
70,male,1979,10204
71,female,1979,7174
71,male,1979,10309
72,female,1979,7708
72,male,1979,10691
73,female,1979,8294
73,male,1979,10956
74,female,1979,9164
74,male,1979,11139
75,female,1979,9213
75,male,1979,10858
76,female,1979,9984
76,male,1979,10824
77,female,1979,9957
77,male,1979,10421
78,female,1979,10592
78,male,1979,9775
79,female,1979,11306
79,male,1979,9137
80,female,1979,10601
80,male,1979,8029
81,female,1979,10916
81,male,1979,7363
82,female,1979,10867
82,male,1979,6813
83,female,1979,10646
83,male,1979,6298
84,female,1979,10725
84,male,1979,5573
85,female,1979,10115
85,male,1979,5097
86,female,1979,9513
86,male,1979,4543
87,female,1979,8635
87,male,1979,3834
88,female,1979,7744
88,male,1979,3252
89,female,1979,6955
89,male,1979,2757
90,female,1979,6321
90,male,1979,2338
91,female,1979,5152
91,male,1979,1829
92,female,1979,4479
92,male,1979,1422
93,female,1979,3696
93,male,1979,1067
94,female,1979,2827
94,male,1979,786
95,female,1979,2153
95,male,1979,612
96,female,1979,1586
96,male,1979,377
97,female,1979,1211
97,male,1979,280
98,female,1979,857
98,male,1979,175
99,female,1979,535
99,male,1979,107
100,female,1979,350
100,male,1979,58
101,female,1979,204
101,male,1979,40
102,female,1979,130
102,male,1979,18
103,female,1979,71
103,male,1979,9
104,female,1979,43
104,male,1979,5
105,female,1979,41
105,male,1979,5
0,female,1980,3428
0,male,1980,4471
1,female,1980,226
1,male,1980,270
2,female,1980,128
2,male,1980,166
3,female,1980,90
3,male,1980,107
4,female,1980,74
4,male,1980,125
5,female,1980,77
5,male,1980,110
6,female,1980,75
6,male,1980,97
7,female,1980,51
7,male,1980,112
8,female,1980,86
8,male,1980,99
9,female,1980,60
9,male,1980,99
10,female,1980,82
10,male,1980,94
11,female,1980,77
11,male,1980,102
12,female,1980,68
12,male,1980,92
13,female,1980,67
13,male,1980,104
14,female,1980,79
14,male,1980,154
15,female,1980,81
15,male,1980,165
16,female,1980,150
16,male,1980,222
17,female,1980,139
17,male,1980,462
18,female,1980,168
18,male,1980,471
19,female,1980,129
19,male,1980,425
20,female,1980,144
20,male,1980,389
21,female,1980,122
21,male,1980,351
22,female,1980,126
22,male,1980,307
23,female,1980,154
23,male,1980,281
24,female,1980,150
24,male,1980,285
25,female,1980,125
25,male,1980,283
26,female,1980,143
26,male,1980,288
27,female,1980,174
27,male,1980,293
28,female,1980,139
28,male,1980,288
29,female,1980,172
29,male,1980,284
30,female,1980,190
30,male,1980,295
31,female,1980,198
31,male,1980,322
32,female,1980,214
32,male,1980,367
33,female,1980,279
33,male,1980,402
34,female,1980,227
34,male,1980,381
35,female,1980,270
35,male,1980,423
36,female,1980,289
36,male,1980,394
37,female,1980,308
37,male,1980,454
38,female,1980,334
38,male,1980,455
39,female,1980,304
39,male,1980,471
40,female,1980,345
40,male,1980,555
41,female,1980,440
41,male,1980,645
42,female,1980,438
42,male,1980,606
43,female,1980,514
43,male,1980,784
44,female,1980,529
44,male,1980,923
45,female,1980,605
45,male,1980,937
46,female,1980,677
46,male,1980,1079
47,female,1980,722
47,male,1980,1174
48,female,1980,862
48,male,1980,1343
49,female,1980,1026
49,male,1980,1600
50,female,1980,1109
50,male,1980,1850
51,female,1980,1193
51,male,1980,2003
52,female,1980,1262
52,male,1980,2248
53,female,1980,1598
53,male,1980,2512
54,female,1980,1703
54,male,1980,2947
55,female,1980,1787
55,male,1980,3252
56,female,1980,2074
56,male,1980,3667
57,female,1980,2358
57,male,1980,3871
58,female,1980,2620
58,male,1980,4687
59,female,1980,3124
59,male,1980,5334
60,female,1980,3366
60,male,1980,5925
61,female,1980,2609
61,male,1980,4577
62,female,1980,2749
62,male,1980,4673
63,female,1980,3268
63,male,1980,5554
64,female,1980,3902
64,male,1980,6513
65,female,1980,4415
65,male,1980,7420
66,female,1980,4881
66,male,1980,7936
67,female,1980,5317
67,male,1980,8467
68,female,1980,5445
68,male,1980,8808
69,female,1980,6015
69,male,1980,9261
70,female,1980,6599
70,male,1980,9759
71,female,1980,7009
71,male,1980,10246
72,female,1980,7578
72,male,1980,10926
73,female,1980,8089
73,male,1980,10623
74,female,1980,8739
74,male,1980,10742
75,female,1980,9198
75,male,1980,10711
76,female,1980,9640
76,male,1980,10556
77,female,1980,10136
77,male,1980,10428
78,female,1980,10360
78,male,1980,9876
79,female,1980,10634
79,male,1980,9291
80,female,1980,10998
80,male,1980,8577
81,female,1980,10425
81,male,1980,7279
82,female,1980,10497
82,male,1980,6665
83,female,1980,10523
83,male,1980,6447
84,female,1980,10317
84,male,1980,5470
85,female,1980,9964
85,male,1980,4915
86,female,1980,9341
86,male,1980,4509
87,female,1980,8635
87,male,1980,4009
88,female,1980,7756
88,male,1980,3283
89,female,1980,7092
89,male,1980,2614
90,female,1980,6080
90,male,1980,2238
91,female,1980,5450
91,male,1980,1789
92,female,1980,4518
92,male,1980,1357
93,female,1980,3532
93,male,1980,1027
94,female,1980,2747
94,male,1980,807
95,female,1980,2209
95,male,1980,545
96,female,1980,1618
96,male,1980,393
97,female,1980,1124
97,male,1980,240
98,female,1980,847
98,male,1980,188
99,female,1980,498
99,male,1980,104
100,female,1980,416
100,male,1980,68
101,female,1980,248
101,male,1980,40
102,female,1980,161
102,male,1980,19
103,female,1980,72
103,male,1980,7
104,female,1980,56
104,male,1980,7
105,female,1980,60
105,male,1980,3
0,female,1981,2902
0,male,1981,4119
1,female,1981,226
1,male,1981,271
2,female,1981,133
2,male,1981,166
3,female,1981,97
3,male,1981,106
4,female,1981,73
4,male,1981,108
5,female,1981,63
5,male,1981,87
6,female,1981,65
6,male,1981,99
7,female,1981,64
7,male,1981,89
8,female,1981,52
8,male,1981,86
9,female,1981,58
9,male,1981,86
10,female,1981,70
10,male,1981,89
11,female,1981,64
11,male,1981,95
12,female,1981,62
12,male,1981,106
13,female,1981,75
13,male,1981,136
14,female,1981,97
14,male,1981,147
15,female,1981,114
15,male,1981,171
16,female,1981,113
16,male,1981,227
17,female,1981,133
17,male,1981,452
18,female,1981,168
18,male,1981,438
19,female,1981,122
19,male,1981,446
20,female,1981,136
20,male,1981,371
21,female,1981,117
21,male,1981,303
22,female,1981,134
22,male,1981,314
23,female,1981,145
23,male,1981,298
24,female,1981,110
24,male,1981,290
25,female,1981,119
25,male,1981,260
26,female,1981,148
26,male,1981,265
27,female,1981,150
27,male,1981,296
28,female,1981,152
28,male,1981,296
29,female,1981,149
29,male,1981,310
30,female,1981,174
30,male,1981,304
31,female,1981,204
31,male,1981,331
32,female,1981,192
32,male,1981,342
33,female,1981,247
33,male,1981,380
34,female,1981,286
34,male,1981,397
35,female,1981,267
35,male,1981,356
36,female,1981,274
36,male,1981,416
37,female,1981,294
37,male,1981,427
38,female,1981,329
38,male,1981,498
39,female,1981,287
39,male,1981,446
40,female,1981,357
40,male,1981,568
41,female,1981,380
41,male,1981,593
42,female,1981,479
42,male,1981,684
43,female,1981,500
43,male,1981,739
44,female,1981,575
44,male,1981,808
45,female,1981,618
45,male,1981,952
46,female,1981,675
46,male,1981,1044
47,female,1981,760
47,male,1981,1146
48,female,1981,823
48,male,1981,1204
49,female,1981,944
49,male,1981,1574
50,female,1981,1094
50,male,1981,1785
51,female,1981,1191
51,male,1981,1850
52,female,1981,1260
52,male,1981,2104
53,female,1981,1470
53,male,1981,2472
54,female,1981,1678
54,male,1981,2758
55,female,1981,1890
55,male,1981,3189
56,female,1981,1962
56,male,1981,3429
57,female,1981,2261
57,male,1981,3864
58,female,1981,2371
58,male,1981,4198
59,female,1981,2784
59,male,1981,5008
60,female,1981,3304
60,male,1981,5619
61,female,1981,3548
61,male,1981,6108
62,female,1981,2805
62,male,1981,4753
63,female,1981,2850
63,male,1981,4838
64,female,1981,3436
64,male,1981,5852
65,female,1981,4025
65,male,1981,6790
66,female,1981,4646
66,male,1981,7537
67,female,1981,5169
67,male,1981,8255
68,female,1981,5483
68,male,1981,8703
69,female,1981,5777
69,male,1981,9013
70,female,1981,6395
70,male,1981,9652
71,female,1981,6973
71,male,1981,10160
72,female,1981,7691
72,male,1981,10521
73,female,1981,8070
73,male,1981,10926
74,female,1981,8533
74,male,1981,10632
75,female,1981,9184
75,male,1981,10630
76,female,1981,9529
76,male,1981,10582
77,female,1981,9955
77,male,1981,10169
78,female,1981,10297
78,male,1981,9999
79,female,1981,10355
79,male,1981,9579
80,female,1981,10989
80,male,1981,8795
81,female,1981,11258
81,male,1981,8140
82,female,1981,10679
82,male,1981,7020
83,female,1981,10724
83,male,1981,6171
84,female,1981,10584
84,male,1981,5689
85,female,1981,9792
85,male,1981,5051
86,female,1981,9589
86,male,1981,4479
87,female,1981,8672
87,male,1981,3833
88,female,1981,7915
88,male,1981,3295
89,female,1981,7448
89,male,1981,2748
90,female,1981,6096
90,male,1981,2206
91,female,1981,5457
91,male,1981,1762
92,female,1981,4709
92,male,1981,1488
93,female,1981,3644
93,male,1981,1099
94,female,1981,2921
94,male,1981,802
95,female,1981,2249
95,male,1981,569
96,female,1981,1679
96,male,1981,420
97,female,1981,1252
97,male,1981,258
98,female,1981,864
98,male,1981,185
99,female,1981,583
99,male,1981,131
100,female,1981,398
100,male,1981,78
101,female,1981,261
101,male,1981,41
102,female,1981,144
102,male,1981,21
103,female,1981,91
103,male,1981,14
104,female,1981,46
104,male,1981,7
105,female,1981,62
105,male,1981,9
0,female,1982,2861
0,male,1982,3914
1,female,1982,210
1,male,1982,287
2,female,1982,140
2,male,1982,149
3,female,1982,75
3,male,1982,121
4,female,1982,60
4,male,1982,95
5,female,1982,52
5,male,1982,77
6,female,1982,55
6,male,1982,75
7,female,1982,48
7,male,1982,77
8,female,1982,58
8,male,1982,85
9,female,1982,40
9,male,1982,77
10,female,1982,74
10,male,1982,82
11,female,1982,62
11,male,1982,101
12,female,1982,63
12,male,1982,97
13,female,1982,70
13,male,1982,119
14,female,1982,84
14,male,1982,147
15,female,1982,97
15,male,1982,163
16,female,1982,128
16,male,1982,228
17,female,1982,111
17,male,1982,423
18,female,1982,115
18,male,1982,452
19,female,1982,137
19,male,1982,403
20,female,1982,147
20,male,1982,405
21,female,1982,131
21,male,1982,330
22,female,1982,136
22,male,1982,319
23,female,1982,113
23,male,1982,322
24,female,1982,145
24,male,1982,292
25,female,1982,146
25,male,1982,276
26,female,1982,134
26,male,1982,307
27,female,1982,135
27,male,1982,254
28,female,1982,142
28,male,1982,285
29,female,1982,145
29,male,1982,287
30,female,1982,175
30,male,1982,315
31,female,1982,186
31,male,1982,310
32,female,1982,227
32,male,1982,348
33,female,1982,223
33,male,1982,340
34,female,1982,268
34,male,1982,400
35,female,1982,312
35,male,1982,468
36,female,1982,299
36,male,1982,363
37,female,1982,288
37,male,1982,459
38,female,1982,313
38,male,1982,455
39,female,1982,364
39,male,1982,501
40,female,1982,369
40,male,1982,520
41,female,1982,382
41,male,1982,602
42,female,1982,398
42,male,1982,648
43,female,1982,456
43,male,1982,683
44,female,1982,527
44,male,1982,827
45,female,1982,573
45,male,1982,905
46,female,1982,634
46,male,1982,1018
47,female,1982,711
47,male,1982,1145
48,female,1982,799
48,male,1982,1185
49,female,1982,922
49,male,1982,1394
50,female,1982,1029
50,male,1982,1572
51,female,1982,1081
51,male,1982,1829
52,female,1982,1293
52,male,1982,2083
53,female,1982,1387
53,male,1982,2362
54,female,1982,1561
54,male,1982,2651
55,female,1982,1762
55,male,1982,3030
56,female,1982,1936
56,male,1982,3264
57,female,1982,2140
57,male,1982,3812
58,female,1982,2345
58,male,1982,4125
59,female,1982,2671
59,male,1982,4589
60,female,1982,3125
60,male,1982,5299
61,female,1982,3591
61,male,1982,5686
62,female,1982,3912
62,male,1982,6468
63,female,1982,3101
63,male,1982,4996
64,female,1982,3168
64,male,1982,5252
65,female,1982,3686
65,male,1982,6205
66,female,1982,4353
66,male,1982,7047
67,female,1982,5130
67,male,1982,8028
68,female,1982,5605
68,male,1982,8704
69,female,1982,5824
69,male,1982,9187
70,female,1982,6469
70,male,1982,9447
71,female,1982,6861
71,male,1982,9811
72,female,1982,7480
72,male,1982,10529
73,female,1982,8152
73,male,1982,10944
74,female,1982,8661
74,male,1982,11177
75,female,1982,9145
75,male,1982,10824
76,female,1982,9584
76,male,1982,10609
77,female,1982,9988
77,male,1982,10575
78,female,1982,10372
78,male,1982,10285
79,female,1982,10777
79,male,1982,9803
