age,gender,year,deaths
102,male,1992,34
103,female,1992,156
103,male,1992,20
104,female,1992,103
104,male,1992,10
105,female,1992,110
105,male,1992,15
0,female,1993,1840
0,male,1993,2418
1,female,1993,150
1,male,1993,204
2,female,1993,90
2,male,1993,131
3,female,1993,75
3,male,1993,96
4,female,1993,52
4,male,1993,77
5,female,1993,48
5,male,1993,65
6,female,1993,46
6,male,1993,61
7,female,1993,37
7,male,1993,49
8,female,1993,33
8,male,1993,54
9,female,1993,31
9,male,1993,45
10,female,1993,46
10,male,1993,54
11,female,1993,30
11,male,1993,59
12,female,1993,41
12,male,1993,66
13,female,1993,58
13,male,1993,73
14,female,1993,64
14,male,1993,90
15,female,1993,64
15,male,1993,104
16,female,1993,80
16,male,1993,118
17,female,1993,83
17,male,1993,205
18,female,1993,82
18,male,1993,244
19,female,1993,98
19,male,1993,260
20,female,1993,120
20,male,1993,318
21,female,1993,116
21,male,1993,318
22,female,1993,105
22,male,1993,333
23,female,1993,103
23,male,1993,307
24,female,1993,134
24,male,1993,321
25,female,1993,125
25,male,1993,345
26,female,1993,159
26,male,1993,342
27,female,1993,184
27,male,1993,381
28,female,1993,174
28,male,1993,360
29,female,1993,154
29,male,1993,416
30,female,1993,189
30,male,1993,374
31,female,1993,197
31,male,1993,426
32,female,1993,209
32,male,1993,357
33,female,1993,189
33,male,1993,427
34,female,1993,228
34,male,1993,411
35,female,1993,216
35,male,1993,437
36,female,1993,269
36,male,1993,443
37,female,1993,270
37,male,1993,436
38,female,1993,258
38,male,1993,510
39,female,1993,313
39,male,1993,534
40,female,1993,357
40,male,1993,580
41,female,1993,436
41,male,1993,621
42,female,1993,443
42,male,1993,666
43,female,1993,508
43,male,1993,709
44,female,1993,541
44,male,1993,836
45,female,1993,691
45,male,1993,975
46,female,1993,756
46,male,1993,1101
47,female,1993,717
47,male,1993,1052
48,female,1993,733
48,male,1993,1183
49,female,1993,763
49,male,1993,1239
50,female,1993,907
50,male,1993,1360
51,female,1993,887
51,male,1993,1414
52,female,1993,954
52,male,1993,1469
53,female,1993,1044
53,male,1993,1746
54,female,1993,1150
54,male,1993,1890
55,female,1993,1248
55,male,1993,2055
56,female,1993,1332
56,male,1993,2246
57,female,1993,1518
57,male,1993,2589
58,female,1993,1633
58,male,1993,2731
59,female,1993,1821
59,male,1993,2889
60,female,1993,2006
60,male,1993,3280
61,female,1993,2324
61,male,1993,3726
62,female,1993,2619
62,male,1993,4136
63,female,1993,2916
63,male,1993,4531
64,female,1993,3046
64,male,1993,5085
65,female,1993,3488
65,male,1993,5478
66,female,1993,3864
66,male,1993,6057
67,female,1993,4241
67,male,1993,6781
68,female,1993,4592
68,male,1993,7072
69,female,1993,5111
69,male,1993,7656
70,female,1993,5792
70,male,1993,8113
71,female,1993,6482
71,male,1993,9253
72,female,1993,7349
72,male,1993,10018
73,female,1993,8082
73,male,1993,10472
74,female,1993,6261
74,male,1993,7836
75,female,1993,6271
75,male,1993,7676
76,female,1993,7515
76,male,1993,8667
77,female,1993,8692
77,male,1993,9491
78,female,1993,9724
78,male,1993,10288
79,female,1993,10465
79,male,1993,10571
80,female,1993,10981
80,male,1993,10259
81,female,1993,11250
81,male,1993,9844
82,female,1993,11665
82,male,1993,9345
83,female,1993,12123
83,male,1993,8986
84,female,1993,12234
84,male,1993,8590
85,female,1993,12223
85,male,1993,7916
86,female,1993,11787
86,male,1993,6912
87,female,1993,11593
87,male,1993,5989
88,female,1993,10891
88,male,1993,5214
89,female,1993,10212
89,male,1993,4353
90,female,1993,9221
90,male,1993,3652
91,female,1993,7969
91,male,1993,2756
92,female,1993,6995
92,male,1993,2267
93,female,1993,5954
93,male,1993,1739
94,female,1993,4707
94,male,1993,1128
95,female,1993,3678
95,male,1993,822
96,female,1993,2918
96,male,1993,561
97,female,1993,2103
97,male,1993,435
98,female,1993,1559
98,male,1993,275
99,female,1993,1103
99,male,1993,181
100,female,1993,765
100,male,1993,115
101,female,1993,482
101,male,1993,65
102,female,1993,314
102,male,1993,35
103,female,1993,188
103,male,1993,28
104,female,1993,105
104,male,1993,9
105,female,1993,151
105,male,1993,19
0,female,1994,1747
0,male,1994,2351
1,female,1994,161
1,male,1994,178
2,female,1994,98
2,male,1994,112
3,female,1994,61
3,male,1994,76
4,female,1994,45
4,male,1994,74
5,female,1994,48
5,male,1994,43
6,female,1994,42
6,male,1994,59
7,female,1994,32
7,male,1994,55
8,female,1994,35
8,male,1994,66
9,female,1994,38
9,male,1994,51
10,female,1994,34
10,male,1994,39
11,female,1994,31
11,male,1994,54
12,female,1994,41
12,male,1994,74
13,female,1994,48
13,male,1994,65
14,female,1994,55
14,male,1994,92
15,female,1994,52
15,male,1994,105
16,female,1994,59
16,male,1994,119
17,female,1994,74
17,male,1994,190
18,female,1994,74
18,male,1994,193
19,female,1994,91
19,male,1994,227
20,female,1994,84
20,male,1994,292
21,female,1994,106
21,male,1994,276
22,female,1994,114
22,male,1994,318
23,female,1994,110
23,male,1994,314
24,female,1994,113
24,male,1994,331
25,female,1994,117
25,male,1994,329
26,female,1994,135
26,male,1994,376
27,female,1994,153
27,male,1994,349
28,female,1994,141
28,male,1994,373
29,female,1994,179
29,male,1994,358
30,female,1994,183
30,male,1994,399
31,female,1994,195
31,male,1994,436
32,female,1994,227
32,male,1994,409
33,female,1994,230
33,male,1994,464
34,female,1994,212
34,male,1994,455
35,female,1994,248
35,male,1994,426
36,female,1994,270
36,male,1994,456
37,female,1994,289
37,male,1994,461
38,female,1994,287
38,male,1994,468
39,female,1994,337
39,male,1994,527
40,female,1994,378
40,male,1994,548
41,female,1994,407
41,male,1994,618
42,female,1994,438
42,male,1994,652
43,female,1994,487
43,male,1994,727
44,female,1994,538
44,male,1994,827
45,female,1994,637
45,male,1994,850
46,female,1994,752
46,male,1994,1017
47,female,1994,853
47,male,1994,1176
48,female,1994,768
48,male,1994,1040
49,female,1994,809
49,male,1994,1235
50,female,1994,913
50,male,1994,1310
51,female,1994,875
51,male,1994,1456
52,female,1994,922
52,male,1994,1522
53,female,1994,1043
53,male,1994,1546
54,female,1994,1106
54,male,1994,1729
55,female,1994,1193
55,male,1994,1972
56,female,1994,1288
56,male,1994,2123
57,female,1994,1438
57,male,1994,2456
58,female,1994,1463
58,male,1994,2549
59,female,1994,1710
59,male,1994,2865
60,female,1994,1833
60,male,1994,2998
61,female,1994,2081
61,male,1994,3468
62,female,1994,2336
62,male,1994,3862
63,female,1994,2690
63,male,1994,4266
64,female,1994,2942
64,male,1994,4765
65,female,1994,3261
65,male,1994,5222
66,female,1994,3627
66,male,1994,5558
67,female,1994,3987
67,male,1994,6231
68,female,1994,4424
68,male,1994,6784
69,female,1994,4813
69,male,1994,7021
70,female,1994,5367
70,male,1994,7696
71,female,1994,5871
71,male,1994,8195
72,female,1994,6694
72,male,1994,8892
73,female,1994,7566
73,male,1994,10226
74,female,1994,8168
74,male,1994,10315
75,female,1994,6324
75,male,1994,7618
76,female,1994,6370
76,male,1994,7437
77,female,1994,7570
77,male,1994,8387
78,female,1994,8666
78,male,1994,9268
79,female,1994,9651
79,male,1994,9754
80,female,1994,10588
80,male,1994,9959
81,female,1994,10808
81,male,1994,9522
82,female,1994,11155
82,male,1994,9131
83,female,1994,11319
83,male,1994,8596
84,female,1994,11544
84,male,1994,8323
85,female,1994,11703
85,male,1994,7457
86,female,1994,11466
86,male,1994,6628
87,female,1994,10970
87,male,1994,5853
88,female,1994,10457
88,male,1994,5046
89,female,1994,9621
89,male,1994,4275
90,female,1994,8779
90,male,1994,3557
91,female,1994,7773
91,male,1994,2731
92,female,1994,6690
92,male,1994,2224
93,female,1994,5678
93,male,1994,1662
94,female,1994,4581
94,male,1994,1186
95,female,1994,3560
95,male,1994,805
96,female,1994,2815
96,male,1994,581
97,female,1994,2105
97,male,1994,417
98,female,1994,1516
98,male,1994,228
99,female,1994,995
99,male,1994,174
100,female,1994,714
100,male,1994,97
101,female,1994,514
101,male,1994,70
102,female,1994,324
102,male,1994,37
103,female,1994,171
103,male,1994,25
104,female,1994,124
104,male,1994,12
105,female,1994,126
105,male,1994,12
0,female,1995,1683
0,male,1995,2285
1,female,1995,153
1,male,1995,154
2,female,1995,76
2,male,1995,101
3,female,1995,63
3,male,1995,87
4,female,1995,47
4,male,1995,56
5,female,1995,55
5,male,1995,59
6,female,1995,41
6,male,1995,59
7,female,1995,39
7,male,1995,50
8,female,1995,30
8,male,1995,54
9,female,1995,27
9,male,1995,56
10,female,1995,40
10,male,1995,67
11,female,1995,43
11,male,1995,47
12,female,1995,40
12,male,1995,61
13,female,1995,47
13,male,1995,72
14,female,1995,56
14,male,1995,85
15,female,1995,68
15,male,1995,90
16,female,1995,72
16,male,1995,109
17,female,1995,76
17,male,1995,192
18,female,1995,82
18,male,1995,247
19,female,1995,92
19,male,1995,252
20,female,1995,84
20,male,1995,278
21,female,1995,101
21,male,1995,324
22,female,1995,108
22,male,1995,290
23,female,1995,107
23,male,1995,330
24,female,1995,121
24,male,1995,333
25,female,1995,117
25,male,1995,337
26,female,1995,133
26,male,1995,350
27,female,1995,190
27,male,1995,391
28,female,1995,152
28,male,1995,398
29,female,1995,161
29,male,1995,415
30,female,1995,184
30,male,1995,413
31,female,1995,177
31,male,1995,448
32,female,1995,231
32,male,1995,443
33,female,1995,250
33,male,1995,449
34,female,1995,247
34,male,1995,455
35,female,1995,271
35,male,1995,437
36,female,1995,234
36,male,1995,476
37,female,1995,268
37,male,1995,484
38,female,1995,317
38,male,1995,516
39,female,1995,340
39,male,1995,526
40,female,1995,358
40,male,1995,560
41,female,1995,404
41,male,1995,646
42,female,1995,424
42,male,1995,683
43,female,1995,464
43,male,1995,763
44,female,1995,562
44,male,1995,769
45,female,1995,614
45,male,1995,887
46,female,1995,680
46,male,1995,991
47,female,1995,781
47,male,1995,1124
48,female,1995,909
48,male,1995,1359
49,female,1995,872
49,male,1995,1258
50,female,1995,925
50,male,1995,1410
51,female,1995,1040
51,male,1995,1448
52,female,1995,1043
52,male,1995,1564
53,female,1995,1052
53,male,1995,1662
54,female,1995,1071
54,male,1995,1696
55,female,1995,1274
55,male,1995,1932
56,female,1995,1368
56,male,1995,2192
57,female,1995,1418
57,male,1995,2386
58,female,1995,1607
58,male,1995,2580
59,female,1995,1686
59,male,1995,2797
60,female,1995,1830
60,male,1995,3144
61,female,1995,1986
61,male,1995,3248
62,female,1995,2226
62,male,1995,3709
63,female,1995,2551
63,male,1995,4141
64,female,1995,2864
64,male,1995,4698
65,female,1995,3369
65,male,1995,5046
66,female,1995,3528
66,male,1995,5605
67,female,1995,3713
67,male,1995,6034
68,female,1995,4332
68,male,1995,6455
69,female,1995,4765
69,male,1995,7160
70,female,1995,5273
70,male,1995,7588
71,female,1995,5769
71,male,1995,8061
72,female,1995,6370
72,male,1995,8612
73,female,1995,7299
73,male,1995,9548
74,female,1995,8248
74,male,1995,10415
75,female,1995,8795
75,male,1995,10693
76,female,1995,6855
76,male,1995,8004
77,female,1995,6797
77,male,1995,7633
78,female,1995,8105
78,male,1995,8775
79,female,1995,9359
79,male,1995,9527
80,female,1995,10537
80,male,1995,9871
81,female,1995,11152
81,male,1995,9877
82,female,1995,11373
82,male,1995,9737
83,female,1995,11514
83,male,1995,9124
84,female,1995,11929
84,male,1995,8376
85,female,1995,11919
85,male,1995,7736
86,female,1995,11935
86,male,1995,7200
87,female,1995,11484
87,male,1995,6315
88,female,1995,11017
88,male,1995,5429
89,female,1995,10137
89,male,1995,4547
90,female,1995,9505
90,male,1995,3825
91,female,1995,8401
91,male,1995,3071
92,female,1995,7315
92,male,1995,2503
93,female,1995,6184
93,male,1995,1859
94,female,1995,5267
94,male,1995,1382
95,female,1995,4068
95,male,1995,1016
96,female,1995,3142
96,male,1995,633
97,female,1995,2273
97,male,1995,416
98,female,1995,1559
98,male,1995,264
99,female,1995,1174
99,male,1995,178
100,female,1995,789
100,male,1995,107
101,female,1995,532
101,male,1995,67
102,female,1995,330
102,male,1995,44
103,female,1995,191
103,male,1995,19
104,female,1995,113
104,male,1995,18
105,female,1995,144
105,male,1995,16
0,female,1996,1704
0,male,1996,2285
1,female,1996,140
1,male,1996,174
2,female,1996,97
2,male,1996,104
3,female,1996,51
3,male,1996,81
4,female,1996,43
4,male,1996,77
5,female,1996,38
5,male,1996,54
6,female,1996,47
6,male,1996,45
7,female,1996,29
7,male,1996,38
8,female,1996,29
8,male,1996,44
9,female,1996,38
9,male,1996,56
10,female,1996,30
10,male,1996,42
11,female,1996,25
11,male,1996,54
12,female,1996,28
12,male,1996,55
13,female,1996,42
13,male,1996,71
14,female,1996,64
14,male,1996,86
15,female,1996,72
15,male,1996,111
16,female,1996,80
16,male,1996,134
17,female,1996,84
17,male,1996,208
18,female,1996,90
18,male,1996,230
19,female,1996,99
19,male,1996,225
20,female,1996,97
20,male,1996,241
21,female,1996,108
21,male,1996,267
22,female,1996,90
22,male,1996,284
23,female,1996,111
23,male,1996,295
24,female,1996,111
24,male,1996,318
25,female,1996,136
25,male,1996,348
26,female,1996,146
26,male,1996,313
27,female,1996,157
27,male,1996,339
28,female,1996,169
28,male,1996,392
29,female,1996,165
29,male,1996,400
30,female,1996,192
30,male,1996,429
31,female,1996,182
31,male,1996,469
32,female,1996,236
32,male,1996,458
33,female,1996,239
33,male,1996,433
34,female,1996,260
34,male,1996,446
35,female,1996,262
35,male,1996,482
36,female,1996,302
36,male,1996,457
37,female,1996,283
37,male,1996,470
38,female,1996,336
38,male,1996,488
39,female,1996,328
39,male,1996,586
40,female,1996,354
40,male,1996,613
41,female,1996,397
41,male,1996,602
42,female,1996,433
42,male,1996,656
43,female,1996,494
43,male,1996,741
44,female,1996,483
44,male,1996,766
45,female,1996,566
45,male,1996,924
46,female,1996,634
46,male,1996,981
47,female,1996,720
47,male,1996,1062
48,female,1996,817
48,male,1996,1244
49,female,1996,921
49,male,1996,1493
50,female,1996,949
50,male,1996,1289
51,female,1996,1038
51,male,1996,1416
52,female,1996,1045
52,male,1996,1663
53,female,1996,1090
53,male,1996,1696
54,female,1996,1061
54,male,1996,1778
55,female,1996,1168
55,male,1996,1867
56,female,1996,1262
56,male,1996,2154
57,female,1996,1492
57,male,1996,2294
58,female,1996,1617
58,male,1996,2572
59,female,1996,1733
59,male,1996,2807
60,female,1996,1837
60,male,1996,3085
61,female,1996,2009
61,male,1996,3326
62,female,1996,2171
62,male,1996,3559
63,female,1996,2304
63,male,1996,3974
64,female,1996,2721
64,male,1996,4473
65,female,1996,3132
65,male,1996,4993
66,female,1996,3336
66,male,1996,5292
67,female,1996,3778
67,male,1996,5701
68,female,1996,4197
68,male,1996,6270
69,female,1996,4664
69,male,1996,6798
70,female,1996,5213
70,male,1996,7569
71,female,1996,5552
71,male,1996,7825
72,female,1996,6193
72,male,1996,8458
73,female,1996,6819
73,male,1996,8820
74,female,1996,7578
74,male,1996,9733
75,female,1996,8624
75,male,1996,10673
76,female,1996,9305
76,male,1996,10777
77,female,1996,7249
77,male,1996,7722
78,female,1996,7391
78,male,1996,7611
79,female,1996,8610
79,male,1996,8507
80,female,1996,9784
80,male,1996,9404
81,female,1996,10993
81,male,1996,9615
82,female,1996,11582
82,male,1996,9460
83,female,1996,11929
83,male,1996,9035
84,female,1996,11849
84,male,1996,8360
85,female,1996,11843
85,male,1996,7900
86,female,1996,12059
86,male,1996,7181
87,female,1996,11707
87,male,1996,6464
88,female,1996,11208
88,male,1996,5609
89,female,1996,10414
89,male,1996,4807
90,female,1996,9579
90,male,1996,3925
91,female,1996,8583
91,male,1996,3139
92,female,1996,7401
92,male,1996,2596
93,female,1996,6340
93,male,1996,1987
94,female,1996,5303
94,male,1996,1441
95,female,1996,4221
95,male,1996,1035
96,female,1996,3265
96,male,1996,723
97,female,1996,2311
97,male,1996,467
98,female,1996,1683
98,male,1996,280
99,female,1996,1200
99,male,1996,202
100,female,1996,797
100,male,1996,130
101,female,1996,597
101,male,1996,81
102,female,1996,323
102,male,1996,53
103,female,1996,216
103,male,1996,30
104,female,1996,152
104,male,1996,12
105,female,1996,146
105,male,1996,16
0,female,1997,1665
0,male,1997,2160
1,female,1997,121
1,male,1997,178
2,female,1997,79
2,male,1997,103
3,female,1997,57
3,male,1997,72
4,female,1997,42
4,male,1997,68
5,female,1997,39
5,male,1997,61
6,female,1997,36
6,male,1997,57
7,female,1997,37
7,male,1997,41
8,female,1997,32
8,male,1997,62
9,female,1997,39
9,male,1997,47
10,female,1997,46
10,male,1997,57
11,female,1997,29
11,male,1997,58
12,female,1997,38
12,male,1997,64
13,female,1997,45
13,male,1997,64
14,female,1997,48
14,male,1997,84
15,female,1997,83
15,male,1997,99
16,female,1997,75
16,male,1997,157
17,female,1997,92
17,male,1997,211
18,female,1997,91
18,male,1997,261
19,female,1997,87
19,male,1997,242
20,female,1997,84
20,male,1997,281
21,female,1997,103
21,male,1997,310
22,female,1997,96
22,male,1997,271
23,female,1997,92
23,male,1997,290
24,female,1997,128
24,male,1997,316
25,female,1997,125
25,male,1997,375
26,female,1997,119
26,male,1997,346
27,female,1997,119
27,male,1997,318
28,female,1997,131
28,male,1997,344
29,female,1997,186
29,male,1997,406
30,female,1997,170
30,male,1997,380
31,female,1997,213
31,male,1997,428
32,female,1997,203
32,male,1997,414
33,female,1997,214
33,male,1997,444
34,female,1997,231
34,male,1997,460
35,female,1997,283
35,male,1997,415
36,female,1997,303
36,male,1997,408
37,female,1997,315
37,male,1997,485
38,female,1997,322
38,male,1997,513
39,female,1997,355
39,male,1997,557
40,female,1997,356
40,male,1997,570
41,female,1997,360
41,male,1997,607
42,female,1997,425
42,male,1997,663
43,female,1997,485
43,male,1997,721
44,female,1997,530
44,male,1997,779
45,female,1997,546
45,male,1997,811
46,female,1997,597
46,male,1997,879
47,female,1997,760
47,male,1997,1080
48,female,1997,818
48,male,1997,1162
49,female,1997,882
49,male,1997,1359
50,female,1997,1054
50,male,1997,1567
51,female,1997,991
51,male,1997,1482
52,female,1997,1085
52,male,1997,1584
53,female,1997,1130
53,male,1997,1776
54,female,1997,1192
54,male,1997,1865
55,female,1997,1153
55,male,1997,1845
56,female,1997,1200
56,male,1997,1993
57,female,1997,1438
57,male,1997,2371
58,female,1997,1575
58,male,1997,2539
59,female,1997,1715
59,male,1997,2772
60,female,1997,1928
60,male,1997,3009
61,female,1997,2069
61,male,1997,3283
62,female,1997,2213
62,male,1997,3468
63,female,1997,2246
63,male,1997,3683
64,female,1997,2516
64,male,1997,4147
65,female,1997,2990
65,male,1997,4683
66,female,1997,3404
66,male,1997,5048
67,female,1997,3675
67,male,1997,5642
68,female,1997,4034
68,male,1997,6066
69,female,1997,4285
69,male,1997,6446
70,female,1997,4879
70,male,1997,7027
71,female,1997,5485
71,male,1997,7673
72,female,1997,6096
72,male,1997,8026
73,female,1997,6651
73,male,1997,8495
74,female,1997,7054
74,male,1997,9169
75,female,1997,8108
75,male,1997,9727
76,female,1997,9125
76,male,1997,10712
77,female,1997,9807
77,male,1997,10860
78,female,1997,7543
78,male,1997,7779
79,female,1997,7536
79,male,1997,7515
80,female,1997,8922
80,male,1997,8399
81,female,1997,9969
81,male,1997,8795
82,female,1997,11458
82,male,1997,9292
83,female,1997,11783
83,male,1997,9077
84,female,1997,11758
84,male,1997,8503
85,female,1997,11827
85,male,1997,7982
86,female,1997,11817
86,male,1997,7133
87,female,1997,11543
87,male,1997,6624
88,female,1997,11364
88,male,1997,5759
89,female,1997,10876
89,male,1997,5010
90,female,1997,9744
90,male,1997,4138
91,female,1997,8814
91,male,1997,3349
92,female,1997,7732
92,male,1997,2697
93,female,1997,6671
93,male,1997,2029
94,female,1997,5521
94,male,1997,1500
95,female,1997,4407
95,male,1997,1085
96,female,1997,3349
96,male,1997,766
97,female,1997,2522
97,male,1997,504
98,female,1997,1752
98,male,1997,268
99,female,1997,1244
99,male,1997,187
100,female,1997,865
100,male,1997,113
101,female,1997,530
101,male,1997,69
102,female,1997,368
102,male,1997,55
103,female,1997,255
103,male,1997,16
104,female,1997,129
104,male,1997,17
105,female,1997,159
105,male,1997,7
0,female,1998,1547
0,male,1998,2058
1,female,1998,137
1,male,1998,168
2,female,1998,79
2,male,1998,106
3,female,1998,51
3,male,1998,77
4,female,1998,34
4,male,1998,64
5,female,1998,42
5,male,1998,52
6,female,1998,42
6,male,1998,52
7,female,1998,39
7,male,1998,61
8,female,1998,28
8,male,1998,46
9,female,1998,34
9,male,1998,43
10,female,1998,28
10,male,1998,49
11,female,1998,40
11,male,1998,55
12,female,1998,53
12,male,1998,55
13,female,1998,44
13,male,1998,67
14,female,1998,42
14,male,1998,83
15,female,1998,52
15,male,1998,87
16,female,1998,99
16,male,1998,153
17,female,1998,92
17,male,1998,178
18,female,1998,97
18,male,1998,273
19,female,1998,92
19,male,1998,271
20,female,1998,88
20,male,1998,241
21,female,1998,80
21,male,1998,251
22,female,1998,101
22,male,1998,284
23,female,1998,96
23,male,1998,302
24,female,1998,101
24,male,1998,326
25,female,1998,137
25,male,1998,322
26,female,1998,123
26,male,1998,371
27,female,1998,142
27,male,1998,380
28,female,1998,152
28,male,1998,386
29,female,1998,163
29,male,1998,393
30,female,1998,195
30,male,1998,429
31,female,1998,198
31,male,1998,423
32,female,1998,190
32,male,1998,470
33,female,1998,245
33,male,1998,493
34,female,1998,223
34,male,1998,444
35,female,1998,265
35,male,1998,492
36,female,1998,280
36,male,1998,492
37,female,1998,300
37,male,1998,515
38,female,1998,325
38,male,1998,497
39,female,1998,340
39,male,1998,556
40,female,1998,375
40,male,1998,550
41,female,1998,426
41,male,1998,629
42,female,1998,395
42,male,1998,629
43,female,1998,449
43,male,1998,719
44,female,1998,550
44,male,1998,807
45,female,1998,561
45,male,1998,880
46,female,1998,586
46,male,1998,908
47,female,1998,640
47,male,1998,1049
48,female,1998,740
48,male,1998,1113
49,female,1998,881
49,male,1998,1216
50,female,1998,1035
50,male,1998,1419
51,female,1998,1181
51,male,1998,1682
52,female,1998,1066
52,male,1998,1641
53,female,1998,1119
53,male,1998,1746
54,female,1998,1268
54,male,1998,1952
55,female,1998,1294
55,male,1998,2051
56,female,1998,1245
56,male,1998,2052
57,female,1998,1346
57,male,1998,2108
58,female,1998,1535
58,male,1998,2550
59,female,1998,1704
59,male,1998,2714
60,female,1998,1864
60,male,1998,2946
61,female,1998,1968
61,male,1998,3243
62,female,1998,2158
62,male,1998,3487
63,female,1998,2259
63,male,1998,3740
64,female,1998,2499
64,male,1998,4056
65,female,1998,2687
65,male,1998,4417
66,female,1998,3106
66,male,1998,4906
67,female,1998,3604
67,male,1998,5465
68,female,1998,3848
68,male,1998,5829
69,female,1998,4349
69,male,1998,6219
70,female,1998,4711
70,male,1998,6829
71,female,1998,5261
71,male,1998,7287
72,female,1998,5915
72,male,1998,7934
73,female,1998,6331
73,male,1998,8225
74,female,1998,6930
74,male,1998,8878
75,female,1998,7335
75,male,1998,9064
76,female,1998,8535
76,male,1998,9915
77,female,1998,9528
77,male,1998,10542
78,female,1998,10217
78,male,1998,10867
79,female,1998,7761
79,male,1998,7881
80,female,1998,7817
80,male,1998,7424
81,female,1998,9180
81,male,1998,8100
82,female,1998,10431
82,male,1998,8605
83,female,1998,11479
83,male,1998,9015
84,female,1998,11998
84,male,1998,8635
85,female,1998,11683
85,male,1998,8049
86,female,1998,11771
86,male,1998,7281
87,female,1998,11460
87,male,1998,6531
88,female,1998,11259
88,male,1998,5759
89,female,1998,10795
89,male,1998,5083
90,female,1998,10045
90,male,1998,4379
91,female,1998,8923
91,male,1998,3463
92,female,1998,7905
92,male,1998,2770
93,female,1998,6776
93,male,1998,2113
94,female,1998,5655
94,male,1998,1547
95,female,1998,4545
95,male,1998,1125
96,female,1998,3525
96,male,1998,767
97,female,1998,2654
97,male,1998,520
98,female,1998,1883
98,male,1998,338
99,female,1998,1342
99,male,1998,199
100,female,1998,971
100,male,1998,124
101,female,1998,557
101,male,1998,85
102,female,1998,364
102,male,1998,41
103,female,1998,228
103,male,1998,22
104,female,1998,109
104,male,1998,9
105,female,1998,200
105,male,1998,8
0,female,1999,1555
0,male,1999,2080
1,female,1999,120
1,male,1999,172
2,female,1999,99
2,male,1999,110
3,female,1999,55
3,male,1999,71
4,female,1999,34
4,male,1999,55
5,female,1999,36
5,male,1999,46
6,female,1999,38
6,male,1999,41
7,female,1999,28
7,male,1999,47
8,female,1999,36
8,male,1999,41
9,female,1999,30
9,male,1999,46
10,female,1999,47
10,male,1999,46
11,female,1999,46
11,male,1999,52
12,female,1999,44
12,male,1999,59
13,female,1999,36
13,male,1999,53
14,female,1999,46
14,male,1999,79
15,female,1999,60
15,male,1999,80
16,female,1999,66
16,male,1999,129
17,female,1999,97
17,male,1999,198
18,female,1999,90
18,male,1999,234
19,female,1999,86
19,male,1999,264
20,female,1999,93
20,male,1999,239
21,female,1999,105
21,male,1999,240
22,female,1999,110
22,male,1999,246
23,female,1999,73
23,male,1999,266
24,female,1999,103
24,male,1999,274
25,female,1999,95
25,male,1999,297
26,female,1999,129
26,male,1999,334
27,female,1999,129
27,male,1999,364
28,female,1999,178
28,male,1999,384
29,female,1999,139
29,male,1999,400
30,female,1999,186
30,male,1999,409
31,female,1999,181
31,male,1999,396
32,female,1999,190
32,male,1999,458
33,female,1999,238
33,male,1999,463
34,female,1999,242
34,male,1999,473
35,female,1999,269
35,male,1999,513
36,female,1999,301
36,male,1999,490
37,female,1999,301
37,male,1999,495
38,female,1999,302
38,male,1999,544
39,female,1999,352
39,male,1999,559
40,female,1999,366
40,male,1999,592
41,female,1999,420
41,male,1999,653
42,female,1999,459
42,male,1999,651
43,female,1999,484
43,male,1999,676
44,female,1999,519
44,male,1999,745
45,female,1999,561
45,male,1999,827
46,female,1999,591
46,male,1999,958
47,female,1999,663
47,male,1999,993
48,female,1999,758
48,male,1999,1055
49,female,1999,822
49,male,1999,1226
50,female,1999,1002
50,male,1999,1396
51,female,1999,1073
51,male,1999,1611
52,female,1999,1222
52,male,1999,1863
53,female,1999,1077
53,male,1999,1790
54,female,1999,1230
54,male,1999,1914
55,female,1999,1302
55,male,1999,2025
56,female,1999,1340
56,male,1999,2151
57,female,1999,1393
57,male,1999,2344
58,female,1999,1419
58,male,1999,2296
59,female,1999,1678
59,male,1999,2621
60,female,1999,1902
60,male,1999,2948
61,female,1999,1998
61,male,1999,3155
62,female,1999,2134
62,male,1999,3415
63,female,1999,2297
63,male,1999,3651
64,female,1999,2486
64,male,1999,3926
65,female,1999,2680
65,male,1999,4286
66,female,1999,2917
66,male,1999,4706
67,female,1999,3397
67,male,1999,5262
68,female,1999,3718
68,male,1999,5666
69,female,1999,4141
69,male,1999,6180
70,female,1999,4600
70,male,1999,6581
71,female,1999,4993
71,male,1999,7132
72,female,1999,5554
72,male,1999,7603
73,female,1999,6164
73,male,1999,8226
74,female,1999,6794
74,male,1999,8375
75,female,1999,7254
75,male,1999,8930
76,female,1999,8054
76,male,1999,9241
77,female,1999,8884
77,male,1999,10095
78,female,1999,10212
78,male,1999,10771
79,female,1999,10590
79,male,1999,10919
80,female,1999,8220
80,male,1999,7571
81,female,1999,8151
81,male,1999,7221
82,female,1999,9646
82,male,1999,8095
83,female,1999,10644
83,male,1999,8471
84,female,1999,11705
84,male,1999,8649
85,female,1999,12295
85,male,1999,8139
86,female,1999,12040
86,male,1999,7393
87,female,1999,11649
87,male,1999,6650
88,female,1999,11201
88,male,1999,6025
89,female,1999,10912
89,male,1999,5228
90,female,1999,10294
90,male,1999,4494
91,female,1999,9532
91,male,1999,3646
92,female,1999,8349
92,male,1999,2865
93,female,1999,7100
93,male,1999,2236
94,female,1999,5892
94,male,1999,1684
95,female,1999,4648
95,male,1999,1245
96,female,1999,3795
96,male,1999,835
97,female,1999,2824
97,male,1999,582
98,female,1999,2046
98,male,1999,392
