burial_id,feetotal,fee_l,fee_s,fee_d,fee_as_d
46915,0.2.6,0,2,6,30
46916,0.4.9,0,4,9,57
46917,0.4.9,0,4,9,57
46918,0.4.9,0,4,9,57
46919,0.4.9,0,4,9,57
46920,0.4.9,0,4,9,57
46921,0.10.8,0,10,8,128
46922,0.4.6,0,4,6,54
46924,0.4.9,0,4,9,57
46925,0.10.8,0,10,8,128
46926,0.4.9,0,4,9,57
46927,0.4.9,0,4,9,57
46928,0.4.6,0,4,6,54
46929,0.4.9,0,4,9,57
46931,0.4.9,0,4,9,57
46932,0.4.9,0,4,9,57
46933,0.4.6,0,4,6,54
46934,0.4.9,0,4,9,57
46935,0.4.6,0,4,6,54
46936,0.4.9,0,4,9,57
46937,0.4.6,0,4,6,54
46938,0.2.6,0,2,6,30
46939,0.4.9,0,4,9,57
46940,0.4.6,0,4,6,54
46941,0.4.9,0,4,9,57
46942,0.4.9,0,4,9,57
46943,0.4.6,0,4,6,54
46945,0.4.9,0,4,9,57
46946,0.4.6,0,4,6,54
46947,0.4.9,0,4,9,57
46948,0.2.6,0,2,6,30
46949,0.4.6,0,4,6,54
46950,0.4.6,0,4,6,54
46951,0.4.6,0,4,6,54
46952,0.4.9,0,4,9,57
46953,0.4.9,0,4,9,57
46954,0.4.9,0,4,9,57
46955,0.4.9,0,4,9,57
46956,0.4.9,0,4,9,57
46957,0.4.9,0,4,9,57
46958,0.2.6,0,2,6,30
46959,0.9.3,0,9,3,111
46960,0.10.8,0,10,8,128
46961,0.4.9,0,4,9,57
46962,0.4.9,0,4,9,57
46963,0.4.9,0,4,9,57
46964,0.4.9,0,4,9,57
46965,0.2.6,0,2,6,30
46966,0.4.9,0,4,9,57
46967,0.4.6,0,4,6,54
46968,0.4.6,0,4,6,54
46969,0.2.6,0,2,6,30
46970,0.2.6,0,2,6,30
46971,0.9.3,0,9,3,111
46973,0.9.3,0,9,3,111
46974,0.4.6,0,4,6,54
46975,0.4.9,0,4,9,57
46976,0.2.6,0,2,6,30
46977,0.4.9,0,4,9,57
46978,0.4.6,0,4,6,54
46979,0.4.9,0,4,9,57
46980,0.4.9,0,4,9,57
46981,0.4.6,0,4,6,54
46982,0.4.9,0,4,9,57
46986,0.2.6,0,2,6,30
46987,0.4.9,0,4,9,57
46988,0.4.6,0,4,6,54
46989,0.2.6,0,2,6,30
46990,0.4.6,0,4,6,54
46991,0.2.6,0,2,6,30
46992,0.2.6,0,2,6,30
46993,0.2.6,0,2,6,30
46994,0.4.6,0,4,6,54
46996,0.4.9,0,4,9,57
46997,0.9.3,0,9,3,111
46998,0.4.9,0,4,9,57
46999,0.4.9,0,4,9,57
47001,0.2.6,0,2,6,30
47004,0.4.9,0,4,9,57
47005,0.4.6,0,4,6,54
47006,0.4.9,0,4,9,57
47009,0.4.9,0,4,9,57
47010,0.4.6,0,4,6,54
47011,0.4.9,0,4,9,57
47012,0.4.9,0,4,9,57
47013,0.4.6,0,4,6,54
47014,0.4.9,0,4,9,57
47015,0.2.6,0,2,6,30
47016,0.9.3,0,9,3,111
47018,0.4.6,0,4,6,54
47019,0.4.9,0,4,9,57
47020,0.2.6,0,2,6,30
47021,0.6.11,0,6,11,83
47022,0.2.6,0,2,6,30
47023,0.4.9,0,4,9,57
47024,0.4.9,0,4,9,57
47025,0.2.6,0,2,6,30
47026,0.2.6,0,2,6,30
47027,0.4.9,0,4,9,57
47028,0.4.9,0,4,9,57
47030,0.4.9,0,4,9,57
47031,0.4.9,0,4,9,57
47032,0.4.9,0,4,9,57
47033,0.4.6,0,4,6,54
47035,0.4.9,0,4,9,57
47036,0.4.9,0,4,9,57
47037,0.4.6,0,4,6,54
47038,0.2.6,0,2,6,30
47040,0.2.6,0,2,6,30
47041,0.4.6,0,4,6,54
47042,0.4.9,0,4,9,57
47043,0.2.6,0,2,6,30
47044,0.2.6,0,2,6,30
47045,0.4.9,0,4,9,57
47046,0.4.9,0,4,9,57
47047,0.4.9,0,4,9,57
47048,0.4.9,0,4,9,57
47049,0.4.6,0,4,6,54
47051,0.4.9,0,4,9,57
47052,0.4.6,0,4,6,54
47053,0.2.6,0,2,6,30
47054,0.4.6,0,4,6,54
47055,0.4.9,0,4,9,57
47056,0.4.9,0,4,9,57
47057,0.2.6,0,2,6,30
47058,0.4.6,0,4,6,54
47059,0.4.9,0,4,9,57
47060,0.4.6,0,4,6,54
47061,0.4.6,0,4,6,54
47062,0.4.9,0,4,9,57
47063,0.4.6,0,4,6,54
47064,0.4.9,0,4,9,57
47065,0.4.9,0,4,9,57
47066,0.4.6,0,4,6,54
47067,0.4.6,0,4,6,54
47068,0.4.9,0,4,9,57
47069,0.2.6,0,2,6,30
47070,0.4.6,0,4,6,54
47071,0.4.9,0,4,9,57
47072,0.4.6,0,4,6,54
47073,0.4.9,0,4,9,57
47074,0.4.6,0,4,6,54
47075,0.4.9,0,4,9,57
47076,0.4.9,0,4,9,57
47077,0.4.9,0,4,9,57
47079,0.4.6,0,4,6,54
47080,0.4.9,0,4,9,57
47081,0.2.6,0,2,6,30
47082,0.4.6,0,4,6,54
47083,0.13.7,0,13,7,163
47084,0.4.6,0,4,6,54
47085,0.4.6,0,4,6,54
47086,0.4.9,0,4,9,57
47087,0.2.6,0,2,6,30
47088,0.4.9,0,4,9,57
47089,0.4.9,0,4,9,57
47090,0.4.6,0,4,6,54
47091,0.4.9,0,4,9,57
47092,0.4.9,0,4,9,57
47093,0.4.9,0,4,9,57
47094,0.4.6,0,4,6,54
47095,0.4.9,0,4,9,57
47097,0.4.6,0,4,6,54
47098,0.4.9,0,4,9,57
47099,0.4.9,0,4,9,57
47100,0.4.6,0,4,6,54
47101,0.4.6,0,4,6,54
47102,0.4.9,0,4,9,57
47103,0.4.9,0,4,9,57
47105,0.4.9,0,4,9,57
47106,0.4.9,0,4,9,57
47107,0.6.8,0,6,8,80
47108,0.4.9,0,4,9,57
47109,0.2.6,0,2,6,30
47110,0.4.9,0,4,9,57
47111,0.6.11,0,6,11,83
47112,0.4.9,0,4,9,57
47113,0.4.6,0,4,6,54
47115,0.4.9,0,4,9,57
47116,0.4.6,0,4,6,54
47117,0.2.6,0,2,6,30
47118,0.4.6,0,4,6,54
47119,0.2.6,0,2,6,30
47120,0.4.6,0,4,6,54
47121,0.2.6,0,2,6,30
47122,0.4.9,0,4,9,57
47123,0.4.9,0,4,9,57
47124,0.4.6,0,4,6,54
47126,0.2.6,0,2,6,30
47127,0.4.6,0,4,6,54
47128,0.2.6,0,2,6,30
47130,0.4.9,0,4,9,57
47131,0.2.6,0,2,6,30
47132,0.2.6,0,2,6,30
47133,0.4.9,0,4,9,57
47134,0.6.11,0,6,11,83
47135,0.4.9,0,4,9,57
47136,0.9.3,0,9,3,111
47137,0.9.3,0,9,3,111
47138,0.4.9,0,4,9,57
47139,0.4.6,0,4,6,54
47140,0.2.6,0,2,6,30
47141,0.4.9,0,4,9,57
47143,0.4.9,0,4,9,57
47144,0.4.9,0,4,9,57
47146,0.4.9,0,4,9,57
47147,0.13.7,0,13,7,163
47149,0.4.6,0,4,6,54
47150,0.2.6,0,2,6,30
47151,0.4.9,0,4,9,57
47153,0.4.9,0,4,9,57
47154,0.4.9,0,4,9,57
47155,0.4.9,0,4,9,57
47156,0.4.9,0,4,9,57
47157,0.4.9,0,4,9,57
47158,0.2.6,0,2,6,30
47159,0.4.6,0,4,6,54
47160,0.4.6,0,4,6,54
47161,0.6.11,0,6,11,83
47162,0.4.9,0,4,9,57
47163,0.4.9,0,4,9,57
47164,0.4.9,0,4,9,57
47165,0.4.9,0,4,9,57
47166,0.4.9,0,4,9,57
47167,0.2.6,0,2,6,30
47168,0.4.9,0,4,9,57
47170,0.4.6,0,4,6,54
47171,0.4.6,0,4,6,54
47173,0.4.6,0,4,6,54
47174,0.4.9,0,4,9,57
47175,0.4.9,0,4,9,57
47176,0.6.8,0,6,8,80
47178,0.4.9,0,4,9,57
47179,0.4.9,0,4,9,57
47180,0.4.6,0,4,6,54
47181,0.4.9,0,4,9,57
47182,0.4.9,0,4,9,57
47183,0.4.9,0,4,9,57
47184,0.4.9,0,4,9,57
47185,0.4.6,0,4,6,54
47187,0.2.6,0,2,6,30
47188,0.2.6,0,2,6,30
47190,0.2.6,0,2,6,30
47191,0.9.0,0,9,0,108
47192,0.4.9,0,4,9,57
47193,0.13.4,0,13,4,160
47194,0.4.9,0,4,9,57
47195,0.2.6,0,2,6,30
47196,0.4.9,0,4,9,57
47197,0.4.6,0,4,6,54
47198,0.4.6,0,4,6,54
47199,0.2.6,0,2,6,30
47200,0.4.9,0,4,9,57
47201,0.4.6,0,4,6,54
47203,0.2.6,0,2,6,30
47204,0.2.6,0,2,6,30
47205,0.4.6,0,4,6,54
47206,0.4.9,0,4,9,57
47207,0.4.9,0,4,9,57
47208,0.4.6,0,4,6,54
47210,0.4.9,0,4,9,57
47211,0.4.9,0,4,9,57
47212,0.4.6,0,4,6,54
47213,0.4.9,0,4,9,57
47214,0.2.6,0,2,6,30
47215,0.2.6,0,2,6,30
47216,0.4.9,0,4,9,57
47217,0.4.6,0,4,6,54
47218,0.10.8,0,10,8,128
47219,0.4.9,0,4,9,57
47220,0.4.9,0,4,9,57
47221,0.2.6,0,2,6,30
47222,0.4.6,0,4,6,54
47223,0.4.9,0,4,9,57
47224,0.4.9,0,4,9,57
47225,0.4.9,0,4,9,57
47226,0.2.6,0,2,6,30
47227,0.4.9,0,4,9,57
47228,0.4.9,0,4,9,57
47229,0.4.6,0,4,6,54
47230,0.4.9,0,4,9,57
47231,0.4.9,0,4,9,57
47232,0.4.9,0,4,9,57
47233,0.2.6,0,2,6,30
47234,0.4.9,0,4,9,57
47235,0.4.9,0,4,9,57
47236,0.4.9,0,4,9,57
47237,0.4.9,0,4,9,57
47238,0.10.8,0,10,8,128
47239,0.4.9,0,4,9,57
47240,0.4.9,0,4,9,57
47241,0.10.8,0,10,8,128
47243,0.4.9,0,4,9,57
47244,0.4.9,0,4,9,57
47245,0.4.9,0,4,9,57
47246,0.9.0,0,9,0,108
47247,0.4.9,0,4,9,57
47248,0.4.9,0,4,9,57
47249,0.4.9,0,4,9,57
47250,0.4.9,0,4,9,57
47251,0.4.9,0,4,9,57
47252,0.4.9,0,4,9,57
47253,0.4.9,0,4,9,57
47254,0.4.9,0,4,9,57
47255,0.4.9,0,4,9,57
47256,0.4.9,0,4,9,57
47257,0.4.9,0,4,9,57
47258,0.13.7,0,13,7,163
47259,0.2.6,0,2,6,30
47260,0.13.7,0,13,7,163
47261,0.4.6,0,4,6,54
47262,0.4.9,0,4,9,57
47263,0.4.9,0,4,9,57
47264,0.4.9,0,4,9,57
47265,0.4.9,0,4,9,57
47266,0.9.3,0,9,3,111
47267,0.4.9,0,4,9,57
47268,0.4.9,0,4,9,57
47269,0.4.9,0,4,9,57
47270,0.2.6,0,2,6,30
47271,0.4.9,0,4,9,57
47272,0.4.9,0,4,9,57
47273,0.2.6,0,2,6,30
47274,0.4.9,0,4,9,57
47275,0.4.9,0,4,9,57
47276,0.4.9,0,4,9,57
47277,0.4.9,0,4,9,57
47278,0.4.9,0,4,9,57
47279,0.4.9,0,4,9,57
47280,0.4.9,0,4,9,57
47281,0.4.9,0,4,9,57
47283,0.4.9,0,4,9,57
47284,0.4.9,0,4,9,57
47285,0.4.9,0,4,9,57
47286,0.4.9,0,4,9,57
47287,0.2.6,0,2,6,30
47288,0.4.9,0,4,9,57
47289,0.4.9,0,4,9,57
47290,0.9.3,0,9,3,111
47292,0.4.6,0,4,6,54
47293,0.2.6,0,2,6,30
47294,0.4.9,0,4,9,57
47295,0.4.9,0,4,9,57
47296,0.4.9,0,4,9,57
47297,0.4.9,0,4,9,57
47298,0.2.6,0,2,6,30
47299,0.2.6,0,2,6,30
47300,0.6.11,0,6,11,83
47302,0.4.9,0,4,9,57
47303,0.2.6,0,2,6,30
47305,0.4.6,0,4,6,54
47306,0.4.9,0,4,9,57
47307,0.4.9,0,4,9,57
47308,0.2.6,0,2,6,30
47309,0.4.9,0,4,9,57
47310,0.4.9,0,4,9,57
47311,0.4.9,0,4,9,57
47312,0.4.9,0,4,9,57
47313,0.4.9,0,4,9,57
47314,0.2.6,0,2,6,30
47316,0.2.6,0,2,6,30
47317,0.4.6,0,4,6,54
47318,0.4.9,0,4,9,57
47319,0.4.9,0,4,9,57
47320,0.4.9,0,4,9,57
47321,0.2.6,0,2,6,30
47322,0.4.9,0,4,9,57
47323,0.4.9,0,4,9,57
47324,0.4.9,0,4,9,57
47325,0.4.9,0,4,9,57
47326,0.4.9,0,4,9,57
47327,0.2.6,0,2,6,30
47328,0.2.6,0,2,6,30
47329,0.4.9,0,4,9,57
47330,0.4.9,0,4,9,57
47331,0.9.3,0,9,3,111
47332,0.4.9,0,4,9,57
47333,0.4.9,0,4,9,57
47334,0.4.9,0,4,9,57
47335,0.2.6,0,2,6,30
47336,0.4.9,0,4,9,57
47337,0.4.9,0,4,9,57
47338,0.4.9,0,4,9,57
47339,0.4.9,0,4,9,57
47341,0.2.6,0,2,6,30
47342,0.4.9,0,4,9,57
47343,0.4.9,0,4,9,57
47344,0.4.9,0,4,9,57
47345,0.6.11,0,6,11,83
47347,0.4.9,0,4,9,57
47348,0.4.9,0,4,9,57
47349,0.2.6,0,2,6,30
47350,0.2.6,0,2,6,30
47351,0.2.6,0,2,6,30
47352,0.4.9,0,4,9,57
47353,0.2.6,0,2,6,30
47354,0.4.6,0,4,6,54
47355,0.4.9,0,4,9,57
47356,0.9.3,0,9,3,111
47357,0.9.3,0,9,3,111
47358,0.2.6,0,2,6,30
47359,0.2.6,0,2,6,30
47360,0.4.6,0,4,6,54
47361,0.10.8,0,10,8,128
47362,0.4.6,0,4,6,54
47363,0.2.6,0,2,6,30
47364,0.2.6,0,2,6,30
47365,0.4.9,0,4,9,57
47366,0.4.6,0,4,6,54
47367,0.4.6,0,4,6,54
47370,0.4.9,0,4,9,57
47371,0.4.9,0,4,9,57
47372,0.4.6,0,4,6,54
47373,0.4.9,0,4,9,57
47374,0.2.6,0,2,6,30
47375,0.4.9,0,4,9,57
47376,0.4.9,0,4,9,57
47377,0.4.9,0,4,9,57
47378,0.4.9,0,4,9,57
47379,0.4.9,0,4,9,57
47380,0.4.9,0,4,9,57
47382,0.2.6,0,2,6,30
47383,0.4.6,0,4,6,54
47384,0.4.9,0,4,9,57
47385,0.4.9,0,4,9,57
47386,0.4.9,0,4,9,57
47388,0.2.6,0,2,6,30
47389,0.2.6,0,2,6,30
47390,0.4.9,0,4,9,57
47391,0.4.9,0,4,9,57
47392,0.4.9,0,4,9,57
47393,0.4.9,0,4,9,57
47394,0.4.6,0,4,6,54
47395,0.2.6,0,2,6,30
47396,0.2.6,0,2,6,30
47397,0.4.9,0,4,9,57
47398,0.4.6,0,4,6,54
47399,0.4.9,0,4,9,57
47400,0.4.9,0,4,9,57
47401,0.10.8,0,10,8,128
47402,0.4.9,0,4,9,57
47403,0.4.9,0,4,9,57
47404,0.2.6,0,2,6,30
47405,2.0.0,2,0,0,480
47406,0.4.6,0,4,6,54
47407,0.4.9,0,4,9,57
47408,0.4.9,0,4,9,57
47409,0.4.9,0,4,9,57
47410,0.4.9,0,4,9,57
47411,0.4.9,0,4,9,57
47413,0.4.9,0,4,9,57
47414,0.2.6,0,2,6,30
47415,0.4.9,0,4,9,57
47416,0.9.3,0,9,3,111
47417,0.4.9,0,4,9,57
47418,0.4.9,0,4,9,57
47419,0.4.6,0,4,6,54
47420,0.4.6,0,4,6,54
47422,0.4.9,0,4,9,57
47423,0.2.6,0,2,6,30
47424,0.4.6,0,4,6,54
47425,0.4.6,0,4,6,54
47426,0.4.9,0,4,9,57
47427,0.4.9,0,4,9,57
47429,0.4.6,0,4,6,54
47430,0.4.6,0,4,6,54
47431,0.4.6,0,4,6,54
47432,0.4.6,0,4,6,54
47433,0.4.6,0,4,6,54
47434,0.4.9,0,4,9,57
47435,0.4.9,0,4,9,57
47436,0.4.6,0,4,6,54
47437,0.2.6,0,2,6,30
47438,0.4.6,0,4,6,54
47439,0.2.6,0,2,6,30
47440,0.4.6,0,4,6,54
47441,0.4.6,0,4,6,54
47442,0.4.9,0,4,9,57
47443,0.4.9,0,4,9,57
47444,0.2.6,0,2,6,30
47445,0.4.6,0,4,6,54
47446,0.4.6,0,4,6,54
47447,0.2.6,0,2,6,30
47448,0.4.9,0,4,9,57
47449,0.2.6,0,2,6,30
47450,0.4.9,0,4,9,57
47451,0.4.9,0,4,9,57
47452,0.4.6,0,4,6,54
47453,0.4.6,0,4,6,54
47454,0.2.6,0,2,6,30
47455,0.4.9,0,4,9,57
47456,0.4.9,0,4,9,57
47457,0.9.3,0,9,3,111
47458,0.2.6,0,2,6,30
47459,0.4.9,0,4,9,57
47460,0.4.9,0,4,9,57
47461,0.4.9,0,4,9,57
47462,0.2.6,0,2,6,30
47463,0.4.9,0,4,9,57
47464,0.4.9,0,4,9,57
47465,0.4.9,0,4,9,57
47466,0.4.9,0,4,9,57
47467,0.4.9,0,4,9,57
47468,0.4.6,0,4,6,54
47469,0.10.8,0,10,8,128
47470,0.4.9,0,4,9,57
47471,0.4.9,0,4,9,57
47472,0.4.6,0,4,6,54
47473,0.4.9,0,4,9,57
47474,0.2.6,0,2,6,30
47475,0.4.9,0,4,9,57
47476,0.4.9,0,4,9,57
47477,0.4.9,0,4,9,57
47478,0.4.9,0,4,9,57
47479,0.2.6,0,2,6,30
47480,0.4.9,0,4,9,57
47481,0.4.9,0,4,9,57
47483,0.2.6,0,2,6,30
47484,0.4.9,0,4,9,57
47485,0.4.9,0,4,9,57
47486,0.9.0,0,9,0,108
47487,0.4.6,0,4,6,54
47488,0.4.6,0,4,6,54
47489,0.4.9,0,4,9,57
47490,0.9.0,0,9,0,108
47491,0.4.6,0,4,6,54
47492,0.4.9,0,4,9,57
47493,0.4.9,0,4,9,57
47494,0.2.6,0,2,6,30
47495,0.4.9,0,4,9,57
47496,0.2.6,0,2,6,30
47497,0.10.8,0,10,8,128
47498,0.2.6,0,2,6,30
47499,0.9.0,0,9,0,108
47500,0.4.6,0,4,6,54
47501,0.4.9,0,4,9,57
47502,0.4.9,0,4,9,57
47503,0.4.6,0,4,6,54
47504,0.2.6,0,2,6,30
47505,0.4.9,0,4,9,57
47506,0.4.9,0,4,9,57
47507,0.4.6,0,4,6,54
47508,0.4.9,0,4,9,57
47509,0.4.6,0,4,6,54
47510,0.6.11,0,6,11,83
47511,0.4.6,0,4,6,54
47512,0.4.9,0,4,9,57
47513,0.6.11,0,6,11,83
47514,0.4.9,0,4,9,57
47515,0.6.11,0,6,11,83
47516,0.4.9,0,4,9,57
47517,0.4.6,0,4,6,54
47520,0.4.9,0,4,9,57
47522,0.13.7,0,13,7,163
47523,0.4.9,0,4,9,57
47524,0.4.9,0,4,9,57
47525,0.4.6,0,4,6,54
47526,0.4.6,0,4,6,54
47527,0.4.9,0,4,9,57
47528,0.2.6,0,2,6,30
47529,0.4.9,0,4,9,57
47530,0.4.6,0,4,6,54
47531,0.4.6,0,4,6,54
47532,0.4.6,0,4,6,54
47533,0.2.6,0,2,6,30
47534,0.2.6,0,2,6,30
47535,0.4.6,0,4,6,54
47536,0.4.9,0,4,9,57
47537,0.4.9,0,4,9,57
47538,0.4.9,0,4,9,57
47539,0.4.9,0,4,9,57
47540,0.4.9,0,4,9,57
47541,0.2.6,0,2,6,30
47543,0.4.9,0,4,9,57
47545,0.4.6,0,4,6,54
47546,0.4.9,0,4,9,57
47547,0.4.9,0,4,9,57
47548,0.2.6,0,2,6,30
47549,0.4.9,0,4,9,57
47550,0.4.6,0,4,6,54
47551,0.4.9,0,4,9,57
47552,0.2.6,0,2,6,30
47553,0.4.6,0,4,6,54
47554,0.4.6,0,4,6,54
47556,0.2.6,0,2,6,30
47557,0.4.9,0,4,9,57
47558,0.4.9,0,4,9,57
47559,0.2.6,0,2,6,30
47560,0.4.6,0,4,6,54
47561,0.4.6,0,4,6,54
47563,0.4.6,0,4,6,54
47564,0.4.6,0,4,6,54
47565,0.9.3,0,9,3,111
47566,0.4.9,0,4,9,57
47567,0.2.6,0,2,6,30
47568,0.4.9,0,4,9,57
47569,0.2.6,0,2,6,30
47570,0.2.6,0,2,6,30
47571,0.4.9,0,4,9,57
47572,0.4.6,0,4,6,54
47573,0.4.9,0,4,9,57
47574,0.4.9,0,4,9,57
47575,0.4.9,0,4,9,57
47576,0.4.6,0,4,6,54
47577,0.4.9,0,4,9,57
47578,0.2.6,0,2,6,30
47579,0.2.6,0,2,6,30
47580,0.4.9,0,4,9,57
47581,0.9.3,0,9,3,111
47582,0.2.6,0,2,6,30
47583,0.4.9,0,4,9,57
47584,0.4.6,0,4,6,54
47585,0.4.6,0,4,6,54
47586,0.2.6,0,2,6,30
47587,0.4.9,0,4,9,57
47588,0.4.9,0,4,9,57
47589,0.4.9,0,4,9,57
47590,0.4.9,0,4,9,57
47592,0.13.4,0,13,4,160
47593,0.4.9,0,4,9,57
47594,0.2.6,0,2,6,30
47595,0.4.9,0,4,9,57
47596,0.4.9,0,4,9,57
47597,0.4.9,0,4,9,57
47598,0.4.9,0,4,9,57
47599,0.2.6,0,2,6,30
47600,0.4.6,0,4,6,54
47601,0.4.6,0,4,6,54
47603,0.4.9,0,4,9,57
47604,0.10.8,0,10,8,128
47605,0.4.9,0,4,9,57
47607,0.9.3,0,9,3,111
47608,0.4.6,0,4,6,54
47609,0.10.8,0,10,8,128
47610,0.4.9,0,4,9,57
47611,0.4.6,0,4,6,54
47612,0.2.6,0,2,6,30
47613,0.4.6,0,4,6,54
47615,0.4.9,0,4,9,57
47616,0.6.11,0,6,11,83
47617,0.4.9,0,4,9,57
47618,0.4.9,0,4,9,57
47619,0.4.9,0,4,9,57
47620,0.4.9,0,4,9,57
47621,0.4.6,0,4,6,54
47622,0.4.9,0,4,9,57
47623,0.4.9,0,4,9,57
47624,0.2.6,0,2,6,30
47625,0.4.9,0,4,9,57
47626,0.4.9,0,4,9,57
47627,0.2.6,0,2,6,30
47628,0.2.6,0,2,6,30
47629,0.4.9,0,4,9,57
47631,0.4.9,0,4,9,57
47632,0.4.9,0,4,9,57
47633,0.4.9,0,4,9,57
47634,0.4.9,0,4,9,57
47635,0.4.9,0,4,9,57
47636,0.4.6,0,4,6,54
47637,0.2.6,0,2,6,30
47638,0.4.9,0,4,9,57
47639,0.4.9,0,4,9,57
47640,0.4.9,0,4,9,57
47641,0.4.9,0,4,9,57
47642,0.4.9,0,4,9,57
47643,0.4.9,0,4,9,57
47644,0.4.6,0,4,6,54
47645,0.4.9,0,4,9,57
47646,0.4.9,0,4,9,57
47647,0.4.9,0,4,9,57
47648,0.4.6,0,4,6,54
47649,0.4.6,0,4,6,54
47650,0.4.9,0,4,9,57
47651,0.4.9,0,4,9,57
47653,0.2.6,0,2,6,30
47654,0.4.6,0,4,6,54
47656,0.6.8,0,6,8,80
47657,0.9.3,0,9,3,111
47658,0.4.9,0,4,9,57
47659,0.4.9,0,4,9,57
47660,0.2.6,0,2,6,30
47661,0.4.9,0,4,9,57
47662,0.4.9,0,4,9,57
47663,0.4.9,0,4,9,57
47664,0.4.9,0,4,9,57
47665,0.4.9,0,4,9,57
47666,0.4.6,0,4,6,54
47668,0.4.9,0,4,9,57
47669,0.4.9,0,4,9,57
47670,0.4.9,0,4,9,57
47671,0.4.6,0,4,6,54
47672,0.4.9,0,4,9,57
47673,0.4.9,0,4,9,57
47674,0.4.9,0,4,9,57
47675,0.4.9,0,4,9,57
47676,0.4.9,0,4,9,57
47677,0.4.6,0,4,6,54
47678,0.4.6,0,4,6,54
47679,0.4.6,0,4,6,54
47680,0.1.1,0,1,1,13
47681,0.4.9,0,4,9,57
47682,0.2.6,0,2,6,30
47683,0.4.9,0,4,9,57
47684,0.4.9,0,4,9,57
47685,0.4.9,0,4,9,57
47686,0.4.9,0,4,9,57
47687,0.4.9,0,4,9,57
47688,0.4.9,0,4,9,57
47689,0.1.1,0,1,1,13
47690,0.4.6,0,4,6,54
47691,0.4.9,0,4,9,57
47692,0.4.6,0,4,6,54
47693,0.4.9,0,4,9,57
47694,0.4.9,0,4,9,57
47696,0.4.9,0,4,9,57
47697,0.4.9,0,4,9,57
47698,0.9.3,0,9,3,111
47699,0.2.6,0,2,6,30
47700,0.4.6,0,4,6,54
47701,0.4.9,0,4,9,57
47702,0.4.6,0,4,6,54
47703,0.2.6,0,2,6,30
47704,0.4.9,0,4,9,57
47706,0.2.6,0,2,6,30
47707,0.4.9,0,4,9,57
47709,0.4.9,0,4,9,57
47710,0.9.3,0,9,3,111
47711,0.4.9,0,4,9,57
47712,0.4.9,0,4,9,57
47713,0.4.9,0,4,9,57
47714,0.4.9,0,4,9,57
47715,0.4.9,0,4,9,57
47716,0.4.9,0,4,9,57
47717,0.4.9,0,4,9,57
47718,0.1.6,0,1,6,18
47719,0.4.9,0,4,9,57
47720,0.4.9,0,4,9,57
47722,0.4.9,0,4,9,57
47723,0.4.9,0,4,9,57
47724,0.4.9,0,4,9,57
47725,0.4.6,0,4,6,54
47726,0.4.9,0,4,9,57
47727,0.4.9,0,4,9,57
47729,0.4.9,0,4,9,57
47730,0.1.1,0,1,1,13
47731,0.4.9,0,4,9,57
47732,0.4.9,0,4,9,57
47733,0.4.9,0,4,9,57
47734,0.4.9,0,4,9,57
47735,0.4.9,0,4,9,57
47736,0.4.9,0,4,9,57
47737,0.4.9,0,4,9,57
47738,0.4.6,0,4,6,54
47739,0.4.9,0,4,9,57
47740,0.4.6,0,4,6,54
47741,0.4.6,0,4,6,54
47742,0.4.9,0,4,9,57
47743,0.4.9,0,4,9,57
47744,0.1.1,0,1,1,13
47745,0.2.6,0,2,6,30
47746,0.4.9,0,4,9,57
47747,0.4.9,0,4,9,57
47748,0.4.9,0,4,9,57
47749,0.4.9,0,4,9,57
47750,0.4.6,0,4,6,54
47751,0.4.6,0,4,6,54
47752,0.4.9,0,4,9,57
47753,0.4.9,0,4,9,57
47754,0.4.9,0,4,9,57
47755,0.4.9,0,4,9,57
47756,0.4.9,0,4,9,57
47757,0.4.6,0,4,6,54
47758,0.4.9,0,4,9,57
47759,0.4.9,0,4,9,57
47760,0.4.9,0,4,9,57
47761,0.4.9,0,4,9,57
47762,0.1.1,0,1,1,13
47763,0.4.9,0,4,9,57
47764,0.4.9,0,4,9,57
47765,0.9.6,0,9,6,114
47766,0.4.6,0,4,6,54
47767,0.4.9,0,4,9,57
47768,0.4.9,0,4,9,57
47769,0.4.9,0,4,9,57
47770,0.4.9,0,4,9,57
47771,0.4.9,0,4,9,57
47772,0.4.6,0,4,6,54
47773,0.4.9,0,4,9,57
47774,0.4.6,0,4,6,54
47776,0.1.1,0,1,1,13
47777,0.1.1,0,1,1,13
47778,0.4.9,0,4,9,57
47779,0.4.9,0,4,9,57
47780,0.4.9,0,4,9,57
47781,0.4.9,0,4,9,57
47782,0.4.6,0,4,6,54
47783,0.4.9,0,4,9,57
47784,0.4.9,0,4,9,57
47785,0.4.9,0,4,9,57
47786,0.4.9,0,4,9,57
47787,0.4.9,0,4,9,57
47788,0.4.6,0,4,6,54
47789,0.4.9,0,4,9,57
47790,0.4.9,0,4,9,57
47791,0.2.6,0,2,6,30
47792,0.2.6,0,2,6,30
47793,0.4.9,0,4,9,57
47794,0.4.9,0,4,9,57
47795,0.2.6,0,2,6,30
47797,0.10.8,0,10,8,128
47798,0.4.9,0,4,9,57
47801,0.2.6,0,2,6,30
47802,2.0.0,2,0,0,480
47803,0.4.9,0,4,9,57
47804,0.4.9,0,4,9,57
47805,0.2.6,0,2,6,30
47806,0.4.9,0,4,9,57
47807,0.4.9,0,4,9,57
47808,0.4.9,0,4,9,57
47809,0.4.9,0,4,9,57
47810,0.4.6,0,4,6,54
